PCODE,SUBURB,WEEK,CASES,CUMU_CASES,IR_1000,CumuIR_1000
HS00016,Glen View - 7 ext.,36,0,0,9.481650216,9.481650216
HS00016,Glen View - 7 ext.,37,0,0,10.43450139,19.91615161
HS00016,Glen View - 7 ext.,38,1,1,6.209153148,26.12530475
HS00016,Glen View - 7 ext.,39,1,2,3.053809913,29.17911467
HS00016,Glen View - 7 ext.,39,1,2,3.053809913,29.17911467
HS00016,Glen View - 7 ext.,40,0,2,1.554240851,30.73335552
HS00016,Glen View - 7 ext.,41,0,2,0.73416402,31.46751954
HS00017,Glen View - 7,36,55,55,9.481650216,9.481650216
HS00017,Glen View - 7,37,105,160,10.43450139,19.91615161
HS00017,Glen View - 7,38,76,236,6.209153148,26.12530475
HS00017,Glen View - 7,39,28,264,3.053809913,29.17911467
HS00017,Glen View - 7,39,28,264,3.053809913,29.17911467
HS00017,Glen View - 7,40,16,280,1.554240851,30.73335552
HS00017,Glen View - 7,41,8,288,0.73416402,31.46751954
HS00018,Glen View - 2,36,41,41,9.481650216,9.481650216
HS00018,Glen View - 2,37,91,132,10.43450139,19.91615161
HS00018,Glen View - 2,38,32,164,6.209153148,26.12530475
HS00018,Glen View - 2,39,15,179,3.053809913,29.17911467
HS00018,Glen View - 2,39,15,179,3.053809913,29.17911467
HS00018,Glen View - 2,40,6,185,1.554240851,30.73335552
HS00018,Glen View - 2,41,5,190,0.73416402,31.46751954
HS00019,Glen View - 3,36,567,567,9.481650216,9.481650216
HS00019,Glen View - 3,37,455,1022,10.43450139,19.91615161
HS00019,Glen View - 3,38,255,1277,6.209153148,26.12530475
HS00019,Glen View - 3,39,150,1427,3.053809913,29.17911467
HS00019,Glen View - 3,39,150,1427,3.053809913,29.17911467
HS00019,Glen View - 3,40,64,1491,1.554240851,30.73335552
HS00019,Glen View - 3,41,34,1525,0.73416402,31.46751954
HS00020,Glen View - 4,36,24,24,9.481650216,9.481650216
HS00020,Glen View - 4,37,27,51,10.43450139,19.91615161
HS00020,Glen View - 4,38,24,75,6.209153148,26.12530475
HS00020,Glen View - 4,39,11,86,3.053809913,29.17911467
HS00020,Glen View - 4,39,11,86,3.053809913,29.17911467
HS00020,Glen View - 4,40,5,91,1.554240851,30.73335552
HS00020,Glen View - 4,41,1,92,0.73416402,31.46751954
HS00021,Highfield - Old Highfield,36,0,0,0.092863637,0.092863637
HS00021,Highfield - Old Highfield,37,1,1,0.130009092,0.222872729
HS00021,Highfield - Old Highfield,38,4,5,0.52932273,0.752195459
HS00021,Highfield - Old Highfield,39,1,6,0.213586365,0.965781824
HS00021,Highfield - Old Highfield,39,1,6,0.213586365,0.965781824
HS00021,Highfield - Old Highfield,40,0,6,0.148581819,1.114363643
HS00021,Highfield - Old Highfield,41,0,6,0.055718182,1.170081825
HS00022,Highfield - Western Triangle,36,3,3,0.092863637,0.092863637
HS00022,Highfield - Western Triangle,37,3,6,0.130009092,0.222872729
HS00022,Highfield - Western Triangle,38,14,20,0.52932273,0.752195459
HS00022,Highfield - Western Triangle,39,7,27,0.213586365,0.965781824
HS00022,Highfield - Western Triangle,39,7,27,0.213586365,0.965781824
HS00022,Highfield - Western Triangle,40,1,28,0.148581819,1.114363643
HS00022,Highfield - Western Triangle,41,0,28,0.055718182,1.170081825
HS00023,Highfield - Zororo,36,0,0,0.092863637,0.092863637
HS00023,Highfield - Zororo,37,0,0,0.130009092,0.222872729
HS00023,Highfield - Zororo,38,2,2,0.52932273,0.752195459
HS00023,Highfield - Zororo,39,0,2,0.213586365,0.965781824
HS00023,Highfield - Zororo,39,0,2,0.213586365,0.965781824
HS00023,Highfield - Zororo,40,0,2,0.148581819,1.114363643
HS00023,Highfield - Zororo,41,0,2,0.055718182,1.170081825
HS00024,Highfield - Engineering,36,1,1,0.092863637,0.092863637
HS00024,Highfield - Engineering,37,1,2,0.130009092,0.222872729
HS00024,Highfield - Engineering,38,4,6,0.52932273,0.752195459
HS00024,Highfield - Engineering,39,2,8,0.213586365,0.965781824
HS00024,Highfield - Engineering,39,2,8,0.213586365,0.965781824
HS00024,Highfield - Engineering,40,4,12,0.148581819,1.114363643
HS00024,Highfield - Engineering,41,1,13,0.055718182,1.170081825
HS00025,Highfield - Lusaka,36,0,0,0.092863637,0.092863637
HS00025,Highfield - Lusaka,37,1,1,0.130009092,0.222872729
HS00025,Highfield - Lusaka,38,2,3,0.52932273,0.752195459
HS00025,Highfield - Lusaka,39,3,6,0.213586365,0.965781824
HS00025,Highfield - Lusaka,39,3,6,0.213586365,0.965781824
HS00025,Highfield - Lusaka,40,2,8,0.148581819,1.114363643
HS00025,Highfield - Lusaka,41,1,9,0.055718182,1.170081825
HS00026,Highfield - Paradise,36,0,0,0.092863637,0.092863637
HS00026,Highfield - Paradise,37,0,0,0.130009092,0.222872729
HS00026,Highfield - Paradise,38,3,3,0.52932273,0.752195459
HS00026,Highfield - Paradise,39,0,3,0.213586365,0.965781824
HS00026,Highfield - Paradise,39,0,3,0.213586365,0.965781824
HS00026,Highfield - Paradise,40,1,4,0.148581819,1.114363643
HS00026,Highfield - Paradise,41,0,4,0.055718182,1.170081825
HS00027,Highfield - Egypt,36,2,2,0.092863637,0.092863637
HS00027,Highfield - Egypt,37,1,3,0.130009092,0.222872729
HS00027,Highfield - Egypt,38,7,10,0.52932273,0.752195459
HS00027,Highfield - Egypt,39,3,13,0.213586365,0.965781824
HS00027,Highfield - Egypt,39,3,13,0.213586365,0.965781824
HS00027,Highfield - Egypt,40,2,15,0.148581819,1.114363643
HS00027,Highfield - Egypt,41,1,16,0.055718182,1.170081825
HS00028,Highfield - Jerusalem,36,0,0,0.092863637,0.092863637
HS00028,Highfield - Jerusalem,37,1,1,0.130009092,0.222872729
HS00028,Highfield - Jerusalem,38,2,3,0.52932273,0.752195459
HS00028,Highfield - Jerusalem,39,0,3,0.213586365,0.965781824
HS00028,Highfield - Jerusalem,39,0,3,0.213586365,0.965781824
HS00028,Highfield - Jerusalem,40,1,4,0.148581819,1.114363643
HS00028,Highfield - Jerusalem,41,0,4,0.055718182,1.170081825
HS00029,Highfield - New Canaan,36,2,2,0.092863637,0.092863637
HS00029,Highfield - New Canaan,37,1,3,0.130009092,0.222872729
HS00029,Highfield - New Canaan,38,4,7,0.52932273,0.752195459
HS00029,Highfield - New Canaan,39,3,10,0.213586365,0.965781824
HS00029,Highfield - New Canaan,39,3,10,0.213586365,0.965781824
HS00029,Highfield - New Canaan,40,3,13,0.148581819,1.114363643
HS00029,Highfield - New Canaan,41,1,14,0.055718182,1.170081825
HS00031,Highfield - Machipisa Shopping Centre,36,0,0,0.092863637,0.092863637
HS00031,Highfield - Machipisa Shopping Centre,37,0,0,0.130009092,0.222872729
HS00031,Highfield - Machipisa Shopping Centre,38,4,4,0.52932273,0.752195459
HS00031,Highfield - Machipisa Shopping Centre,39,0,4,0.213586365,0.965781824
HS00031,Highfield - Machipisa Shopping Centre,39,0,4,0.213586365,0.965781824
HS00031,Highfield - Machipisa Shopping Centre,40,0,4,0.148581819,1.114363643
HS00031,Highfield - Machipisa Shopping Centre,41,0,4,0.055718182,1.170081825
HS00032,Highfield - Old Canaan,36,0,0,0.092863637,0.092863637
HS00032,Highfield - Old Canaan,37,2,2,0.130009092,0.222872729
HS00032,Highfield - Old Canaan,38,1,3,0.52932273,0.752195459
HS00032,Highfield - Old Canaan,39,0,3,0.213586365,0.965781824
HS00032,Highfield - Old Canaan,39,0,3,0.213586365,0.965781824
HS00032,Highfield - Old Canaan,40,0,3,0.148581819,1.114363643
HS00032,Highfield - Old Canaan,41,0,3,0.055718182,1.170081825
HS00034,Kambuzuma - Rugare,36,0,0,0.076804167,0.076804167
HS00034,Kambuzuma - Rugare,37,0,0,0.30721667,0.384020837
HS00034,Kambuzuma - Rugare,38,4,4,0.537629172,0.92165001
HS00034,Kambuzuma - Rugare,39,4,8,0.537629172,1.459279182
HS00034,Kambuzuma - Rugare,39,4,8,0.537629172,1.459279182
HS00034,Kambuzuma - Rugare,40,1,9,0.038402084,1.497681266
HS00034,Kambuzuma - Rugare,41,0,9,0.038402084,1.536083349
HS00035,Kambuzuma - Westwood,36,0,0,0.076804167,0.076804167
HS00035,Kambuzuma - Westwood,37,0,0,0.30721667,0.384020837
HS00035,Kambuzuma - Westwood,38,1,1,0.537629172,0.92165001
HS00035,Kambuzuma - Westwood,39,0,1,0.537629172,1.459279182
HS00035,Kambuzuma - Westwood,39,0,1,0.537629172,1.459279182
HS00035,Kambuzuma - Westwood,40,0,1,0.038402084,1.497681266
HS00035,Kambuzuma - Westwood,41,0,1,0.038402084,1.536083349
HS00036,Kambuzuma - 5,36,0,0,0.076804167,0.076804167
HS00036,Kambuzuma - 5,37,1,1,0.30721667,0.384020837
HS00036,Kambuzuma - 5,38,2,3,0.537629172,0.92165001
HS00036,Kambuzuma - 5,39,0,3,0.537629172,1.459279182
HS00036,Kambuzuma - 5,39,0,3,0.537629172,1.459279182
HS00036,Kambuzuma - 5,40,0,3,0.038402084,1.497681266
HS00036,Kambuzuma - 5,41,0,3,0.038402084,1.536083349
HS00037,Kambuzuma - 6,36,0,0,0.076804167,0.076804167
HS00037,Kambuzuma - 6,37,5,5,0.30721667,0.384020837
HS00037,Kambuzuma - 6,38,1,6,0.537629172,0.92165001
HS00037,Kambuzuma - 6,39,3,9,0.537629172,1.459279182
HS00037,Kambuzuma - 6,39,3,9,0.537629172,1.459279182
HS00037,Kambuzuma - 6,40,0,9,0.038402084,1.497681266
HS00037,Kambuzuma - 6,41,0,9,0.038402084,1.536083349
HS00038,Kambuzuma - 4,36,0,0,0.076804167,0.076804167
HS00038,Kambuzuma - 4,37,0,0,0.30721667,0.384020837
HS00038,Kambuzuma - 4,38,3,3,0.537629172,0.92165001
HS00038,Kambuzuma - 4,39,0,3,0.537629172,1.459279182
HS00038,Kambuzuma - 4,39,0,3,0.537629172,1.459279182
HS00038,Kambuzuma - 4,40,0,3,0.038402084,1.497681266
HS00038,Kambuzuma - 4,41,0,3,0.038402084,1.536083349
HS00039,Kambuzuma - 3,36,0,0,0.076804167,0.076804167
HS00039,Kambuzuma - 3,37,0,0,0.30721667,0.384020837
HS00039,Kambuzuma - 3,38,0,0,0.537629172,0.92165001
HS00039,Kambuzuma - 3,39,1,1,0.537629172,1.459279182
HS00039,Kambuzuma - 3,39,1,1,0.537629172,1.459279182
HS00039,Kambuzuma - 3,40,0,1,0.038402084,1.497681266
HS00039,Kambuzuma - 3,41,1,2,0.038402084,1.536083349
HS00041,Kambuzuma - 2,36,0,0,0.076804167,0.076804167
HS00041,Kambuzuma - 2,37,1,1,0.30721667,0.384020837
HS00041,Kambuzuma - 2,38,2,3,0.537629172,0.92165001
HS00041,Kambuzuma - 2,39,3,6,0.537629172,1.459279182
HS00041,Kambuzuma - 2,39,3,6,0.537629172,1.459279182
HS00041,Kambuzuma - 2,40,0,6,0.038402084,1.497681266
HS00041,Kambuzuma - 2,41,0,6,0.038402084,1.536083349
HS00042,Kuwadzana - Ext. (phase 4),36,0,0,0.077192848,0.077192848
HS00042,Kuwadzana - Ext. (phase 4),37,6,6,0.132330596,0.209523444
HS00042,Kuwadzana - Ext. (phase 4),38,13,19,0.34185404,0.551377484
HS00042,Kuwadzana - Ext. (phase 4),39,5,24,0.18195457,0.733332053
HS00042,Kuwadzana - Ext. (phase 4),39,5,24,0.18195457,0.733332053
HS00042,Kuwadzana - Ext. (phase 4),40,4,28,0.066165298,0.799497351
HS00042,Kuwadzana - Ext. (phase 4),41,3,31,0.066165298,0.865662649
HS00043,Kuwadzana - 7,36,0,0,0.077192848,0.077192848
HS00043,Kuwadzana - 7,37,2,2,0.132330596,0.209523444
HS00043,Kuwadzana - 7,38,2,4,0.34185404,0.551377484
HS00043,Kuwadzana - 7,39,0,4,0.18195457,0.733332053
HS00043,Kuwadzana - 7,39,0,4,0.18195457,0.733332053
HS00043,Kuwadzana - 7,40,0,4,0.066165298,0.799497351
HS00043,Kuwadzana - 7,41,0,4,0.066165298,0.865662649
HS00044,Kuwadzana - 5,36,1,1,0.077192848,0.077192848
HS00044,Kuwadzana - 5,37,5,6,0.132330596,0.209523444
HS00044,Kuwadzana - 5,38,3,9,0.34185404,0.551377484
HS00044,Kuwadzana - 5,39,4,13,0.18195457,0.733332053
HS00044,Kuwadzana - 5,39,4,13,0.18195457,0.733332053
HS00044,Kuwadzana - 5,40,0,13,0.066165298,0.799497351
HS00044,Kuwadzana - 5,41,1,14,0.066165298,0.865662649
HS00045,Kuwadzana - 6,36,1,1,0.077192848,0.077192848
HS00045,Kuwadzana - 6,37,1,2,0.132330596,0.209523444
HS00045,Kuwadzana - 6,38,2,4,0.34185404,0.551377484
HS00045,Kuwadzana - 6,39,1,5,0.18195457,0.733332053
HS00045,Kuwadzana - 6,39,1,5,0.18195457,0.733332053
HS00045,Kuwadzana - 6,40,0,5,0.066165298,0.799497351
HS00045,Kuwadzana - 6,41,0,5,0.066165298,0.865662649
HS00046,Kuwadzana - 2,36,1,1,0.077192848,0.077192848
HS00046,Kuwadzana - 2,37,0,1,0.132330596,0.209523444
HS00046,Kuwadzana - 2,38,4,5,0.34185404,0.551377484
HS00046,Kuwadzana - 2,39,1,6,0.18195457,0.733332053
HS00046,Kuwadzana - 2,39,1,6,0.18195457,0.733332053
HS00046,Kuwadzana - 2,40,1,7,0.066165298,0.799497351
HS00046,Kuwadzana - 2,41,4,11,0.066165298,0.865662649
HS00047,Kuwadzana - 3,36,5,5,0.077192848,0.077192848
HS00047,Kuwadzana - 3,37,0,5,0.132330596,0.209523444
HS00047,Kuwadzana - 3,38,8,13,0.34185404,0.551377484
HS00047,Kuwadzana - 3,39,5,18,0.18195457,0.733332053
HS00047,Kuwadzana - 3,39,5,18,0.18195457,0.733332053
HS00047,Kuwadzana - 3,40,2,20,0.066165298,0.799497351
HS00047,Kuwadzana - 3,41,1,21,0.066165298,0.865662649
HS00048,Kuwadzana - 4,36,0,0,0.077192848,0.077192848
HS00048,Kuwadzana - 4,37,0,0,0.132330596,0.209523444
HS00048,Kuwadzana - 4,38,4,4,0.34185404,0.551377484
HS00048,Kuwadzana - 4,39,0,4,0.18195457,0.733332053
HS00048,Kuwadzana - 4,39,0,4,0.18195457,0.733332053
HS00048,Kuwadzana - 4,40,0,4,0.066165298,0.799497351
HS00048,Kuwadzana - 4,41,0,4,0.066165298,0.865662649
HS00049,Kuwadzana - 1,36,2,2,0.077192848,0.077192848
HS00049,Kuwadzana - 1,37,1,3,0.132330596,0.209523444
HS00049,Kuwadzana - 1,38,5,8,0.34185404,0.551377484
HS00049,Kuwadzana - 1,39,2,10,0.18195457,0.733332053
HS00049,Kuwadzana - 1,39,2,10,0.18195457,0.733332053
HS00049,Kuwadzana - 1,40,1,11,0.066165298,0.799497351
HS00049,Kuwadzana - 1,41,1,12,0.066165298,0.865662649
HS00050,Kuwadzana - Crowborough North,36,2,2,0.077192848,0.077192848
HS00050,Kuwadzana - Crowborough North,37,4,6,0.132330596,0.209523444
HS00050,Kuwadzana - Crowborough North,38,7,13,0.34185404,0.551377484
HS00050,Kuwadzana - Crowborough North,39,10,23,0.18195457,0.733332053
HS00050,Kuwadzana - Crowborough North,39,10,23,0.18195457,0.733332053
HS00050,Kuwadzana - Crowborough North,40,3,26,0.066165298,0.799497351
HS00050,Kuwadzana - Crowborough North,41,1,27,0.066165298,0.865662649
HS00052,Mufakose - New Marimba Park,36,0,0,0.192125358,0.192125358
HS00052,Mufakose - New Marimba Park,37,0,0,0.192125358,0.384250715
HS00052,Mufakose - New Marimba Park,38,0,0,0.336219376,0.720470091
HS00052,Mufakose - New Marimba Park,39,2,2,0.224146251,0.944616342
HS00052,Mufakose - New Marimba Park,39,2,2,0.224146251,0.944616342
HS00052,Mufakose - New Marimba Park,40,1,3,0.064041786,1.008658128
HS00052,Mufakose - New Marimba Park,41,1,4,0.080052232,1.08871036
HS00053,Mufakose - Marimba,36,4,4,0.192125358,0.192125358
HS00053,Mufakose - Marimba,37,0,4,0.192125358,0.384250715
HS00053,Mufakose - Marimba,38,3,7,0.336219376,0.720470091
HS00053,Mufakose - Marimba,39,0,7,0.224146251,0.944616342
HS00053,Mufakose - Marimba,39,0,7,0.224146251,0.944616342
HS00053,Mufakose - Marimba,40,0,7,0.064041786,1.008658128
HS00053,Mufakose - Marimba,41,0,7,0.080052232,1.08871036
HS00055,Southerton - Residential,36,1,1,0.029097597,0.029097597
HS00055,Southerton - Residential,37,6,7,0.174585585,0.203683182
HS00055,Southerton - Residential,38,2,9,0.058195195,0.261878377
HS00055,Southerton - Residential,39,2,11,0.058195195,0.320073572
HS00055,Southerton - Residential,39,2,11,0.058195195,0.320073572
HS00055,Southerton - Residential,40,0,11,0,0.320073572
HS00055,Southerton - Residential,41,0,11,0,0.320073572
HS00056,Warren Park - D,36,0,0,0.053668453,0.053668453
HS00056,Warren Park - D,37,4,4,0.093919792,0.147588245
HS00056,Warren Park - D,38,6,10,0.442764734,0.590352978
HS00056,Warren Park - D,39,3,13,0.241508037,0.831861015
HS00056,Warren Park - D,39,3,13,0.241508037,0.831861015
HS00056,Warren Park - D,40,2,15,0.080502679,0.912363694
HS00056,Warren Park - D,41,0,15,0.013417113,0.925780807
HS00057,Warren Park - 1,36,2,2,0.053668453,0.053668453
HS00057,Warren Park - 1,37,2,4,0.093919792,0.147588245
HS00057,Warren Park - 1,38,15,19,0.442764734,0.590352978
HS00057,Warren Park - 1,39,8,27,0.241508037,0.831861015
HS00057,Warren Park - 1,39,8,27,0.241508037,0.831861015
HS00057,Warren Park - 1,40,2,29,0.080502679,0.912363694
HS00057,Warren Park - 1,41,1,30,0.013417113,0.925780807
HS00058,Warren Park - Cold Comfort,36,0,0,0.053668453,0.053668453
HS00058,Warren Park - Cold Comfort,37,1,1,0.093919792,0.147588245
HS00058,Warren Park - Cold Comfort,38,6,7,0.442764734,0.590352978
HS00058,Warren Park - Cold Comfort,39,2,9,0.241508037,0.831861015
HS00058,Warren Park - Cold Comfort,39,2,9,0.241508037,0.831861015
HS00058,Warren Park - Cold Comfort,40,1,10,0.080502679,0.912363694
HS00058,Warren Park - Cold Comfort,41,0,10,0.013417113,0.925780807
HS00061,Ushewokunze,36,5,5,0,0
HS00061,Ushewokunze,37,7,12,0,0
HS00061,Ushewokunze,38,10,22,0,0
HS00061,Ushewokunze,39,10,32,0,0
HS00061,Ushewokunze,39,10,32,0,0
HS00061,Ushewokunze,40,8,40,0,0
HS00061,Ushewokunze,41,0,40,0,0
HS00062,Willowvale,36,0,0,0,0
HS00062,Willowvale,37,3,3,0,0
HS00062,Willowvale,38,4,7,0,0
HS00062,Willowvale,39,3,10,0,0
HS00062,Willowvale,39,3,10,0,0
HS00062,Willowvale,40,0,10,0,0
HS00062,Willowvale,41,0,10,0,0
HS00064,Lochinvar,36,0,0,0,0
HS00064,Lochinvar,37,2,2,0,0
HS00064,Lochinvar,38,1,3,0,0
HS00064,Lochinvar,39,0,3,0,0
HS00064,Lochinvar,39,0,3,0,0
HS00064,Lochinvar,40,0,3,0,0
HS00064,Lochinvar,41,1,4,0,0
HS00065,Mufakose - Mufakose,36,7,7,0.192125358,0.192125358
HS00065,Mufakose - Mufakose,37,12,19,0.192125358,0.384250715
HS00065,Mufakose - Mufakose,38,18,37,0.336219376,0.720470091
HS00065,Mufakose - Mufakose,39,12,49,0.224146251,0.944616342
HS00065,Mufakose - Mufakose,39,12,49,0.224146251,0.944616342
HS00065,Mufakose - Mufakose,40,3,52,0.064041786,1.008658128
HS00065,Mufakose - Mufakose,41,4,56,0.080052232,1.08871036
HS00066,Avenues,36,0,0,0,0
HS00066,Avenues,37,0,0,0.076180177,0.076180177
HS00066,Avenues,38,5,5,0.137124319,0.213304496
HS00066,Avenues,39,2,7,0.060944142,0.274248638
HS00066,Avenues,39,2,7,0.060944142,0.274248638
HS00066,Avenues,40,0,7,0.015236035,0.289484674
HS00066,Avenues,41,0,7,0,0.289484674
HS00067,City Centre,36,0,0,0,0
HS00067,City Centre,37,6,6,0.015236035,0.015236035
HS00067,City Centre,38,4,10,0,0.015236035
HS00067,City Centre,39,2,12,0,0.015236035
HS00067,City Centre,39,2,12,0,0.015236035
HS00067,City Centre,40,1,13,0,0.015236035
HS00067,City Centre,41,0,13,0,0.015236035
HS00074, ,36,0,0,0,0
HS00074, ,37,0,0,0,0
HS00074, ,38,1,1,0,0
HS00074, ,39,0,1,0,0
HS00074, ,39,0,1,0,0
HS00074, ,40,0,1,0,0
HS00074, ,41,0,1,0,0
HS00076,Arcadia,36,0,0,0,0
HS00076,Arcadia,37,0,0,0,0
HS00076,Arcadia,38,2,2,0,0
HS00076,Arcadia,39,1,3,0,0
HS00076,Arcadia,39,1,3,0,0
HS00076,Arcadia,40,1,4,0,0
HS00076,Arcadia,41,0,4,0,0
HS00077,Arlington Estate,36,0,0,0,0
HS00077,Arlington Estate,37,0,0,0,0
HS00077,Arlington Estate,38,1,1,0,0
HS00077,Arlington Estate,39,1,2,0,0
HS00077,Arlington Estate,39,1,2,0,0
HS00077,Arlington Estate,40,0,2,0,0
HS00077,Arlington Estate,41,0,2,0,0
HS00078,Ashdown Park,36,2,2,0,0
HS00078,Ashdown Park,37,0,2,0,0
HS00078,Ashdown Park,38,0,2,0,0
HS00078,Ashdown Park,39,1,3,0,0
HS00078,Ashdown Park,39,1,3,0,0
HS00078,Ashdown Park,40,0,3,0,0
