PCODE,SUBURB,WEEK,CASES,CUMU_CASES,IR_1000,CumuIR_1000
HS00035,Kambuzuma - Westwood,37,0,1,0.30721667,0.384020837
HS00035,Kambuzuma - Westwood,38,1,1,0.499227089,0.883247926
HS00035,Kambuzuma - Westwood,39,0,1,0.537629172,1.420877098
HS00035,Kambuzuma - Westwood,40,0,1,0.038402084,1.459279182
HS00036,Kambuzuma - 5,36,0,3,0.076804167,0.076804167
HS00036,Kambuzuma - 5,37,1,3,0.30721667,0.384020837
HS00036,Kambuzuma - 5,38,2,3,0.499227089,0.883247926
HS00036,Kambuzuma - 5,39,0,3,0.537629172,1.420877098
HS00036,Kambuzuma - 5,40,0,3,0.038402084,1.459279182
HS00037,Kambuzuma - 6,36,0,9,0.076804167,0.076804167
HS00037,Kambuzuma - 6,37,5,9,0.30721667,0.384020837
HS00037,Kambuzuma - 6,38,1,9,0.499227089,0.883247926
HS00037,Kambuzuma - 6,39,3,9,0.537629172,1.420877098
HS00037,Kambuzuma - 6,40,0,9,0.038402084,1.459279182
HS00038,Kambuzuma - 4,36,0,3,0.076804167,0.076804167
HS00038,Kambuzuma - 4,37,0,3,0.30721667,0.384020837
HS00038,Kambuzuma - 4,38,3,3,0.499227089,0.883247926
HS00038,Kambuzuma - 4,39,0,3,0.537629172,1.420877098
HS00038,Kambuzuma - 4,40,0,3,0.038402084,1.459279182
HS00039,Kambuzuma - 3,36,0,1,0.076804167,0.076804167
HS00039,Kambuzuma - 3,37,0,1,0.30721667,0.384020837
HS00039,Kambuzuma - 3,38,0,1,0.499227089,0.883247926
HS00039,Kambuzuma - 3,39,1,1,0.537629172,1.420877098
HS00039,Kambuzuma - 3,40,0,1,0.038402084,1.459279182
HS00041,Kambuzuma - 2,36,0,5,0.076804167,0.076804167
HS00041,Kambuzuma - 2,37,1,5,0.30721667,0.384020837
HS00041,Kambuzuma - 2,38,2,5,0.499227089,0.883247926
HS00041,Kambuzuma - 2,39,2,5,0.537629172,1.420877098
HS00041,Kambuzuma - 2,40,0,5,0.038402084,1.459279182
HS00042,Kuwadzana - Ext. (phase 4),36,0,27,0.077192848,0.077192848
HS00042,Kuwadzana - Ext. (phase 4),37,6,27,0.132330596,0.209523444
HS00042,Kuwadzana - Ext. (phase 4),38,13,27,0.347367815,0.556891258
HS00042,Kuwadzana - Ext. (phase 4),39,5,27,0.18195457,0.738845828
HS00042,Kuwadzana - Ext. (phase 4),40,3,27,0.060651523,0.799497351
HS00043,Kuwadzana - 7,36,0,4,0.077192848,0.077192848
HS00043,Kuwadzana - 7,37,2,4,0.132330596,0.209523444
HS00043,Kuwadzana - 7,38,2,4,0.347367815,0.556891258
HS00043,Kuwadzana - 7,39,0,4,0.18195457,0.738845828
HS00043,Kuwadzana - 7,40,0,4,0.060651523,0.799497351
HS00044,Kuwadzana - 5,36,1,13,0.077192848,0.077192848
HS00044,Kuwadzana - 5,37,5,13,0.132330596,0.209523444
HS00044,Kuwadzana - 5,38,3,13,0.347367815,0.556891258
HS00044,Kuwadzana - 5,39,4,13,0.18195457,0.738845828
HS00044,Kuwadzana - 5,40,0,13,0.060651523,0.799497351
HS00045,Kuwadzana - 6,36,1,5,0.077192848,0.077192848
HS00045,Kuwadzana - 6,37,1,5,0.132330596,0.209523444
HS00045,Kuwadzana - 6,38,2,5,0.347367815,0.556891258
HS00045,Kuwadzana - 6,39,1,5,0.18195457,0.738845828
HS00045,Kuwadzana - 6,40,0,5,0.060651523,0.799497351
HS00046,Kuwadzana - 2,36,1,7,0.077192848,0.077192848
HS00046,Kuwadzana - 2,37,0,7,0.132330596,0.209523444
HS00046,Kuwadzana - 2,38,4,7,0.347367815,0.556891258
HS00046,Kuwadzana - 2,39,1,7,0.18195457,0.738845828
HS00046,Kuwadzana - 2,40,1,7,0.060651523,0.799497351
HS00047,Kuwadzana - 3,36,5,22,0.077192848,0.077192848
HS00047,Kuwadzana - 3,37,1,22,0.132330596,0.209523444
HS00047,Kuwadzana - 3,38,9,22,0.347367815,0.556891258
HS00047,Kuwadzana - 3,39,5,22,0.18195457,0.738845828
HS00047,Kuwadzana - 3,40,2,22,0.060651523,0.799497351
HS00048,Kuwadzana - 4,36,0,4,0.077192848,0.077192848
HS00048,Kuwadzana - 4,37,0,4,0.132330596,0.209523444
HS00048,Kuwadzana - 4,38,4,4,0.347367815,0.556891258
HS00048,Kuwadzana - 4,39,0,4,0.18195457,0.738845828
HS00048,Kuwadzana - 4,40,0,4,0.060651523,0.799497351
HS00049,Kuwadzana - 1,36,1,10,0.077192848,0.077192848
HS00049,Kuwadzana - 1,37,1,10,0.132330596,0.209523444
HS00049,Kuwadzana - 1,38,5,10,0.347367815,0.556891258
HS00049,Kuwadzana - 1,39,2,10,0.18195457,0.738845828
HS00049,Kuwadzana - 1,40,1,10,0.060651523,0.799497351
HS00050,Kuwadzana - Crowborough North,36,2,26,0.077192848,0.077192848
HS00050,Kuwadzana - Crowborough North,37,4,26,0.132330596,0.209523444
HS00050,Kuwadzana - Crowborough North,38,7,26,0.347367815,0.556891258
HS00050,Kuwadzana - Crowborough North,39,10,26,0.18195457,0.738845828
HS00050,Kuwadzana - Crowborough North,40,3,26,0.060651523,0.799497351
HS00052,Mufakose - New Marimba Park,36,0,3,0.192125358,0.192125358
HS00052,Mufakose - New Marimba Park,37,0,3,0.192125358,0.384250715
HS00052,Mufakose - New Marimba Park,38,0,3,0.320208929,0.704459645
HS00052,Mufakose - New Marimba Park,39,2,3,0.224146251,0.928605895
HS00052,Mufakose - New Marimba Park,40,1,3,0.064041786,0.992647681
HS00053,Mufakose - Marimba,36,4,7,0.192125358,0.192125358
HS00053,Mufakose - Marimba,37,0,7,0.192125358,0.384250715
HS00053,Mufakose - Marimba,38,3,7,0.320208929,0.704459645
HS00053,Mufakose - Marimba,39,0,7,0.224146251,0.928605895
HS00053,Mufakose - Marimba,40,0,7,0.064041786,0.992647681
HS00055,Southerton - Residential,36,1,11,0.029097597,0.029097597
HS00055,Southerton - Residential,37,6,11,0.174585585,0.203683182
HS00055,Southerton - Residential,38,2,11,0.058195195,0.261878377
HS00055,Southerton - Residential,39,2,11,0.058195195,0.320073572
HS00055,Southerton - Residential,40,0,11,0,0.320073572
HS00056,Warren Park - D,36,0,15,0.053668453,0.053668453
HS00056,Warren Park - D,37,4,15,0.093919792,0.147588245
HS00056,Warren Park - D,38,6,15,0.442764734,0.590352978
HS00056,Warren Park - D,39,3,15,0.241508037,0.831861015
HS00056,Warren Park - D,40,2,15,0.080502679,0.912363694
HS00057,Warren Park - 1,36,2,30,0.053668453,0.053668453
HS00057,Warren Park - 1,37,3,30,0.093919792,0.147588245
HS00057,Warren Park - 1,38,15,30,0.442764734,0.590352978
HS00057,Warren Park - 1,39,8,30,0.241508037,0.831861015
HS00057,Warren Park - 1,40,2,30,0.080502679,0.912363694
HS00058,Warren Park - Cold Comfort,36,0,10,0.053668453,0.053668453
HS00058,Warren Park - Cold Comfort,37,1,10,0.093919792,0.147588245
HS00058,Warren Park - Cold Comfort,38,6,10,0.442764734,0.590352978
HS00058,Warren Park - Cold Comfort,39,2,10,0.241508037,0.831861015
HS00058,Warren Park - Cold Comfort,40,1,10,0.080502679,0.912363694
HS00061,Ushewokunze,36,5,39,0,0
HS00061,Ushewokunze,37,7,39,0,0
HS00061,Ushewokunze,38,10,39,0,0
HS00061,Ushewokunze,39,10,39,0,0
HS00061,Ushewokunze,40,7,39,0,0
HS00062,Willowvale,36,1,12,0,0
HS00062,Willowvale,37,3,12,0,0
HS00062,Willowvale,38,5,12,0,0
HS00062,Willowvale,39,3,12,0,0
HS00062,Willowvale,40,0,12,0,0
HS00064,Lochinvar,36,0,3,0,0
HS00064,Lochinvar,37,2,3,0,0
HS00064,Lochinvar,38,1,3,0,0
HS00064,Lochinvar,39,0,3,0,0
HS00064,Lochinvar,40,0,3,0,0
HS00065,Mufakose - Mufakose,36,7,52,0.192125358,0.192125358
HS00065,Mufakose - Mufakose,37,12,52,0.192125358,0.384250715
HS00065,Mufakose - Mufakose,38,18,52,0.320208929,0.704459645
HS00065,Mufakose - Mufakose,39,12,52,0.224146251,0.928605895
HS00065,Mufakose - Mufakose,40,3,52,0.064041786,0.992647681
HS00066,Avenues,36,0,7,0,0
HS00066,Avenues,37,0,7,0.076180177,0.076180177
HS00066,Avenues,38,5,7,0.137124319,0.213304496
HS00066,Avenues,39,2,7,0.060944142,0.274248638
HS00066,Avenues,40,0,7,0.015236035,0.289484674
HS00067,City Centre,36,0,13,0,0
HS00067,City Centre,37,6,13,0.015236035,0.015236035
HS00067,City Centre,38,4,13,0,0.015236035
HS00067,City Centre,39,2,13,0,0.015236035
HS00067,City Centre,40,1,13,0,0.015236035
HS00074, ,36,0,1,0,0
HS00074, ,37,0,1,0,0
HS00074, ,38,1,1,0,0
HS00074, ,39,0,1,0,0
HS00074, ,40,0,1,0,0
HS00076,Arcadia,36,0,4,0,0
HS00076,Arcadia,37,0,4,0,0
HS00076,Arcadia,38,2,4,0,0
HS00076,Arcadia,39,1,4,0,0
HS00076,Arcadia,40,1,4,0,0
HS00077,Arlington Estate,36,0,2,0,0
HS00077,Arlington Estate,37,0,2,0,0
HS00077,Arlington Estate,38,1,2,0,0
HS00077,Arlington Estate,39,1,2,0,0
HS00077,Arlington Estate,40,0,2,0,0
HS00078,Ashdown Park,36,2,3,0,0
HS00078,Ashdown Park,37,0,3,0,0
HS00078,Ashdown Park,38,0,3,0,0
HS00078,Ashdown Park,39,1,3,0,0
HS00078,Ashdown Park,40,0,3,0,0
HS00079,Aspindale Park - Residential,36,1,4,0,0
HS00079,Aspindale Park - Residential,37,0,4,0,0
HS00079,Aspindale Park - Residential,38,2,4,0,0
HS00079,Aspindale Park - Residential,39,1,4,0,0
HS00079,Aspindale Park - Residential,40,0,4,0,0
HS00080,Avondale - Milton Park,36,0,2,0.030231901,0.030231901
HS00080,Avondale - Milton Park,37,1,2,0,0.030231901
HS00080,Avondale - Milton Park,38,1,2,0.090695702,0.120927602
HS00080,Avondale - Milton Park,39,0,2,0.090695702,0.211623304
HS00080,Avondale - Milton Park,40,0,2,0,0.211623304
HS00081,Avondale - Avondale,36,0,5,0.030231901,0.030231901
HS00081,Avondale - Avondale,37,0,5,0,0.030231901
HS00081,Avondale - Avondale,38,2,5,0.090695702,0.120927602
HS00081,Avondale - Avondale,39,3,5,0.090695702,0.211623304
HS00081,Avondale - Avondale,40,0,5,0,0.211623304
HS00083,Avondale - Kensington,36,0,1,0.030231901,0.030231901
HS00083,Avondale - Kensington,37,0,1,0,0.030231901
HS00083,Avondale - Kensington,38,1,1,0.090695702,0.120927602
HS00083,Avondale - Kensington,39,0,1,0.090695702,0.211623304
HS00083,Avondale - Kensington,40,0,1,0,0.211623304
HS00085,Belvedere - Belvedere South,36,0,2,0.121191672,0.121191672
HS00085,Belvedere - Belvedere South,37,1,2,0.121191672,0.242383344
HS00085,Belvedere - Belvedere South,38,0,2,0.242383344,0.484766689
HS00085,Belvedere - Belvedere South,39,1,2,0.20198612,0.686752809
HS00085,Belvedere - Belvedere South,40,0,2,0.040397224,0.727150033
HS00093,Borrowdale - Borrowdale,36,0,12,0,0
HS00093,Borrowdale - Borrowdale,37,1,12,0.135406902,0.135406902
HS00093,Borrowdale - Borrowdale,38,9,12,0.297895184,0.433302087
HS00093,Borrowdale - Borrowdale,39,2,12,0.108325522,0.541627608
HS00093,Borrowdale - Borrowdale,40,0,12,0,0.541627608
HS00101,Borrowdale - Brook,36,0,2,0,0
HS00101,Borrowdale - Brook,37,1,2,0.135406902,0.135406902
HS00101,Borrowdale - Brook,38,1,2,0.297895184,0.433302087
HS00101,Borrowdale - Brook,39,0,2,0.108325522,0.541627608
HS00101,Borrowdale - Brook,40,0,2,0,0.541627608
HS00103,Braeside,36,1,5,0,0
HS00103,Braeside,37,0,5,0,0
HS00103,Braeside,38,3,5,0,0
HS00103,Braeside,39,1,5,0,0
HS00103,Braeside,40,0,5,0,0
HS00104,Caledonia,36,5,21,0,0
HS00104,Caledonia,37,0,21,0,0
HS00104,Caledonia,38,14,21,0,0
HS00104,Caledonia,39,1,21,0,0
HS00104,Caledonia,40,1,21,0,0
HS00105,Chadcombe,36,0,2,0,0
HS00105,Chadcombe,37,2,2,0,0
HS00105,Chadcombe,38,0,2,0,0
HS00105,Chadcombe,39,0,2,0,0
HS00105,Chadcombe,40,0,2,0,0
HS00106,Chikurubi,36,1,5,0,0
HS00106,Chikurubi,37,0,5,0,0
HS00106,Chikurubi,38,3,5,0,0
HS00106,Chikurubi,39,0,5,0,0
HS00106,Chikurubi,40,1,5,0,0
HS00109,Cranborne Park,36,2,10,0,0
HS00109,Cranborne Park,37,1,10,0,0
HS00109,Cranborne Park,38,6,10,0,0
HS00109,Cranborne Park,39,0,10,0,0
HS00109,Cranborne Park,40,1,10,0,0
HS00114,Dzivaresekwa - 4,36,0,4,0.050869121,0.050869121
HS00114,Dzivaresekwa - 4,37,0,4,0.089020962,0.139890084
HS00114,Dzivaresekwa - 4,38,2,4,0.203476485,0.343366569
HS00114,Dzivaresekwa - 4,39,2,4,0.152607364,0.495973933
HS00114,Dzivaresekwa - 4,40,0,4,0.01271728,0.508691213
HS00115,Dzivaresekwa - 3,36,2,4,0.050869121,0.050869121
HS00115,Dzivaresekwa - 3,37,1,4,0.089020962,0.139890084
HS00115,Dzivaresekwa - 3,38,1,4,0.203476485,0.343366569
HS00115,Dzivaresekwa - 3,39,0,4,0.152607364,0.495973933
HS00115,Dzivaresekwa - 3,40,0,4,0.01271728,0.508691213
HS00116,Dzivaresekwa - 1,36,0,2,0.050869121,0.050869121
HS00116,Dzivaresekwa - 1,37,0,2,0.089020962,0.139890084
HS00116,Dzivaresekwa - 1,38,0,2,0.203476485,0.343366569
HS00116,Dzivaresekwa - 1,39,2,2,0.152607364,0.495973933
HS00116,Dzivaresekwa - 1,40,0,2,0.01271728,0.508691213
HS00117,Dzivaresekwa - 2,36,0,10,0.050869121,0.050869121
HS00117,Dzivaresekwa - 2,37,2,10,0.089020962,0.139890084
HS00117,Dzivaresekwa - 2,38,6,10,0.203476485,0.343366569
HS00117,Dzivaresekwa - 2,39,1,10,0.152607364,0.495973933
HS00117,Dzivaresekwa - 2,40,1,10,0.01271728,0.508691213
HS00118,Dzivaresekwa Ext.,36,1,17,0,0
HS00118,Dzivaresekwa Ext.,37,3,17,0,0
HS00118,Dzivaresekwa Ext.,38,8,17,0,0
HS00118,Dzivaresekwa Ext.,39,3,17,0,0
HS00118,Dzivaresekwa Ext.,40,2,17,0,0
HS00119,Eastlea,36,1,6,0,0
HS00119,Eastlea,37,2,6,0,0
HS00119,Eastlea,38,2,6,0,0
HS00119,Eastlea,39,1,6,0,0
HS00119,Eastlea,40,0,6,0,0
HS00121,Eyecourt,36,0,4,0,0
HS00121,Eyecourt,37,1,4,0,0
HS00121,Eyecourt,38,1,4,0,0
HS00121,Eyecourt,39,1,4,0,0
HS00121,Eyecourt,40,1,4,0,0
HS00122,Glaudina,36,0,2,0,0
HS00122,Glaudina,37,0,2,0,0
HS00122,Glaudina,38,2,2,0,0
HS00122,Glaudina,39,0,2,0,0
HS00122,Glaudina,40,0,2,0,0
HS00123,Glen Lorne - Glen Lorne,36,0,1,0,0
HS00123,Glen Lorne - Glen Lorne,37,1,1,0,0
HS00123,Glen Lorne - Glen Lorne,38,0,1,0,0
HS00123,Glen Lorne - Glen Lorne,39,0,1,0,0
HS00123,Glen Lorne - Glen Lorne,40,0,1,0,0
HS00124,Glen Lorne - Glenwood,36,0,2,0,0
HS00124,Glen Lorne - Glenwood,37,0,2,0,0
HS00124,Glen Lorne - Glenwood,38,0,2,0,0
HS00124,Glen Lorne - Glenwood,39,1,2,0,0
HS00124,Glen Lorne - Glenwood,40,1,2,0,0
HS00127,Good Hope,36,0,5,0,0
HS00127,Good Hope,37,0,5,0,0
HS00127,Good Hope,38,2,5,0,0
HS00127,Good Hope,39,3,5,0,0
HS00127,Good Hope,40,0,5,0,0
HS00128,Graniteside,36,0,1,0,0
HS00128,Graniteside,37,0,1,0,0
HS00128,Graniteside,38,1,1,0,0
HS00128,Graniteside,39,0,1,0,0
HS00128,Graniteside,40,0,1,0,0
HS00132,Greendale - Greengrove,36,0,3,0.018489389,0.018489389
HS00132,Greendale - Greengrove,37,0,3,0,0.018489389
HS00132,Greendale - Greengrove,38,0,3,0.092446944,0.110936332
HS00132,Greendale - Greengrove,39,3,3,0.129425721,0.240362053
HS00132,Greendale - Greengrove,40,0,3,0.018489389,0.258851442
HS00135,Greendale - Rhodesville,36,0,2,0.018489389,0.018489389
HS00135,Greendale - Rhodesville,37,1,2,0,0.018489389
HS00135,Greendale - Rhodesville,38,0,2,0.092446944,0.110936332
HS00135,Greendale - Rhodesville,39,1,2,0.129425721,0.240362053
HS00135,Greendale - Rhodesville,40,0,2,0.018489389,0.258851442
HS00136,Gunhill,36,0,1,0,0
HS00136,Gunhill,37,1,1,0,0
HS00136,Gunhill,38,0,1,0,0
HS00136,Gunhill,39,0,1,0,0
HS00136,Gunhill,40,0,1,0,0
HS00138,Hatcliffe - 1,36,0,7,0,0
HS00138,Hatcliffe - 1,37,3,7,0.097914981,0.097914981
HS00138,Hatcliffe - 1,38,2,7,0.176246966,0.274161948
HS00138,Hatcliffe - 1,39,2,7,0.15666397,0.430825918
HS00138,Hatcliffe - 1,40,0,7,0.039165993,0.46999191
