PCODE,SUBURB,WEEK,CASES,CUMU_CASES,IR_1000,CumuIR_1000
HS00010,Glen Norah - C Extention,39,0,1,0.498279979,3.232743279
HS00010,Glen Norah - C Extention,40,0,1,0,3.232743279
HS00011,Glen Norah - C,36,9,9,0.425360958,0.425360958
HS00011,Glen Norah - C,37,7,16,1.154551171,1.579912129
HS00011,Glen Norah - C,38,16,32,1.154551171,2.7344633
HS00011,Glen Norah - C,39,8,40,0.498279979,3.232743279
HS00011,Glen Norah - C,40,0,40,0,3.232743279
HS00012,Hopely - Kumbudzi,36,0,0,0,0
HS00012,Hopely - Kumbudzi,37,1,1,0,0
HS00012,Hopely - Kumbudzi,38,0,1,0,0
HS00012,Hopely - Kumbudzi,39,0,1,0,0
HS00012,Hopely - Kumbudzi,40,0,1,0,0
HS00013,Glen Norah - B,36,3,3,0.425360958,0.425360958
HS00013,Glen Norah - B,37,16,19,1.154551171,1.579912129
HS00013,Glen Norah - B,38,13,32,1.154551171,2.7344633
HS00013,Glen Norah - B,39,8,40,0.498279979,3.232743279
HS00013,Glen Norah - B,40,0,40,0,3.232743279
HS00014,Glen View - 1,36,158,158,9.590993793,9.590993793
HS00014,Glen View - 1,37,293,451,10.5907065,20.18170029
HS00014,Glen View - 1,38,216,667,6.334117236,26.51581753
HS00014,Glen View - 1,39,96,763,2.86636378,29.38218131
HS00014,Glen View - 1,40,1,764,0.085912811,29.46809412
HS00015,Glen View - 8,36,356,356,9.590993793,9.590993793
HS00015,Glen View - 8,37,322,678,10.5907065,20.18170029
HS00015,Glen View - 8,38,183,861,6.334117236,26.51581753
HS00015,Glen View - 8,39,70,931,2.86636378,29.38218131
HS00015,Glen View - 8,40,1,932,0.085912811,29.46809412
HS00016,Glen View - 7 ext.,36,0,0,9.590993793,9.590993793
HS00016,Glen View - 7 ext.,37,0,0,10.5907065,20.18170029
HS00016,Glen View - 7 ext.,38,1,1,6.334117236,26.51581753
HS00016,Glen View - 7 ext.,39,0,1,2.86636378,29.38218131
HS00016,Glen View - 7 ext.,40,0,1,0.085912811,29.46809412
HS00017,Glen View - 7,36,54,54,9.590993793,9.590993793
HS00017,Glen View - 7,37,105,159,10.5907065,20.18170029
HS00017,Glen View - 7,38,77,236,6.334117236,26.51581753
HS00017,Glen View - 7,39,26,262,2.86636378,29.38218131
HS00017,Glen View - 7,40,0,262,0.085912811,29.46809412
HS00018,Glen View - 2,36,40,40,9.590993793,9.590993793
HS00018,Glen View - 2,37,90,130,10.5907065,20.18170029
HS00018,Glen View - 2,38,32,162,6.334117236,26.51581753
HS00018,Glen View - 2,39,14,176,2.86636378,29.38218131
HS00018,Glen View - 2,40,0,176,0.085912811,29.46809412
HS00019,Glen View - 3,36,569,569,9.590993793,9.590993793
HS00019,Glen View - 3,37,453,1022,10.5907065,20.18170029
HS00019,Glen View - 3,38,252,1274,6.334117236,26.51581753
HS00019,Glen View - 3,39,141,1415,2.86636378,29.38218131
HS00019,Glen View - 3,40,8,1423,0.085912811,29.46809412
HS00020,Glen View - 4,36,24,24,9.590993793,9.590993793
HS00020,Glen View - 4,37,30,54,10.5907065,20.18170029
HS00020,Glen View - 4,38,27,81,6.334117236,26.51581753
HS00020,Glen View - 4,39,12,93,2.86636378,29.38218131
HS00020,Glen View - 4,40,1,94,0.085912811,29.46809412
HS00021,Highfield - Old Highfield,36,0,0,0.092863637,0.092863637
HS00021,Highfield - Old Highfield,37,1,1,0.130009092,0.222872729
HS00021,Highfield - Old Highfield,38,4,5,0.538609094,0.761481822
HS00021,Highfield - Old Highfield,39,0,5,0.185727274,0.947209096
HS00021,Highfield - Old Highfield,40,0,5,0,0.947209096
HS00022,Highfield - Western Triangle,36,3,3,0.092863637,0.092863637
HS00022,Highfield - Western Triangle,37,3,6,0.130009092,0.222872729
HS00022,Highfield - Western Triangle,38,14,20,0.538609094,0.761481822
HS00022,Highfield - Western Triangle,39,6,26,0.185727274,0.947209096
HS00022,Highfield - Western Triangle,40,0,26,0,0.947209096
HS00023,Highfield - Zororo,36,0,0,0.092863637,0.092863637
HS00023,Highfield - Zororo,37,0,0,0.130009092,0.222872729
HS00023,Highfield - Zororo,38,2,2,0.538609094,0.761481822
HS00023,Highfield - Zororo,39,0,2,0.185727274,0.947209096
HS00023,Highfield - Zororo,40,0,2,0,0.947209096
HS00024,Highfield - Engineering,36,1,1,0.092863637,0.092863637
HS00024,Highfield - Engineering,37,1,2,0.130009092,0.222872729
HS00024,Highfield - Engineering,38,4,6,0.538609094,0.761481822
HS00024,Highfield - Engineering,39,2,8,0.185727274,0.947209096
HS00024,Highfield - Engineering,40,0,8,0,0.947209096
HS00025,Highfield - Lusaka,36,0,0,0.092863637,0.092863637
HS00025,Highfield - Lusaka,37,1,1,0.130009092,0.222872729
HS00025,Highfield - Lusaka,38,2,3,0.538609094,0.761481822
HS00025,Highfield - Lusaka,39,3,6,0.185727274,0.947209096
HS00025,Highfield - Lusaka,40,0,6,0,0.947209096
HS00026,Highfield - Paradise,36,0,0,0.092863637,0.092863637
HS00026,Highfield - Paradise,37,0,0,0.130009092,0.222872729
HS00026,Highfield - Paradise,38,3,3,0.538609094,0.761481822
HS00026,Highfield - Paradise,39,0,3,0.185727274,0.947209096
HS00026,Highfield - Paradise,40,0,3,0,0.947209096
HS00027,Highfield - Egypt,36,2,2,0.092863637,0.092863637
HS00027,Highfield - Egypt,37,1,3,0.130009092,0.222872729
HS00027,Highfield - Egypt,38,7,10,0.538609094,0.761481822
HS00027,Highfield - Egypt,39,3,13,0.185727274,0.947209096
HS00027,Highfield - Egypt,40,0,13,0,0.947209096
HS00028,Highfield - Jerusalem,36,0,0,0.092863637,0.092863637
HS00028,Highfield - Jerusalem,37,0,0,0.130009092,0.222872729
HS00028,Highfield - Jerusalem,38,2,2,0.538609094,0.761481822
HS00028,Highfield - Jerusalem,39,0,2,0.185727274,0.947209096
HS00028,Highfield - Jerusalem,40,0,2,0,0.947209096
HS00029,Highfield - New Canaan,36,2,2,0.092863637,0.092863637
HS00029,Highfield - New Canaan,37,1,3,0.130009092,0.222872729
HS00029,Highfield - New Canaan,38,4,7,0.538609094,0.761481822
HS00029,Highfield - New Canaan,39,2,9,0.185727274,0.947209096
HS00029,Highfield - New Canaan,40,0,9,0,0.947209096
HS00031,Highfield - Machipisa Shopping Centre,36,0,0,0.092863637,0.092863637
HS00031,Highfield - Machipisa Shopping Centre,37,0,0,0.130009092,0.222872729
HS00031,Highfield - Machipisa Shopping Centre,38,4,4,0.538609094,0.761481822
HS00031,Highfield - Machipisa Shopping Centre,39,0,4,0.185727274,0.947209096
HS00031,Highfield - Machipisa Shopping Centre,40,0,4,0,0.947209096
HS00032,Highfield - Old Canaan,36,0,0,0.092863637,0.092863637
HS00032,Highfield - Old Canaan,37,2,2,0.130009092,0.222872729
HS00032,Highfield - Old Canaan,38,1,3,0.538609094,0.761481822
HS00032,Highfield - Old Canaan,39,0,3,0.185727274,0.947209096
HS00032,Highfield - Old Canaan,40,0,3,0,0.947209096
HS00034,Kambuzuma - Rugare,36,0,0,0.115206251,0.115206251
HS00034,Kambuzuma - Rugare,37,0,0,0.30721667,0.422422921
HS00034,Kambuzuma - Rugare,38,4,4,0.537629172,0.960052093
HS00034,Kambuzuma - Rugare,39,4,8,0.537629172,1.497681266
HS00034,Kambuzuma - Rugare,40,0,8,0,1.497681266
HS00035,Kambuzuma - Westwood,36,0,0,0.115206251,0.115206251
HS00035,Kambuzuma - Westwood,37,0,0,0.30721667,0.422422921
HS00035,Kambuzuma - Westwood,38,1,1,0.537629172,0.960052093
HS00035,Kambuzuma - Westwood,39,0,1,0.537629172,1.497681266
HS00035,Kambuzuma - Westwood,40,0,1,0,1.497681266
HS00036,Kambuzuma - 5,36,0,0,0.115206251,0.115206251
HS00036,Kambuzuma - 5,37,1,1,0.30721667,0.422422921
HS00036,Kambuzuma - 5,38,2,3,0.537629172,0.960052093
HS00036,Kambuzuma - 5,39,0,3,0.537629172,1.497681266
HS00036,Kambuzuma - 5,40,0,3,0,1.497681266
HS00037,Kambuzuma - 6,36,0,0,0.115206251,0.115206251
HS00037,Kambuzuma - 6,37,5,5,0.30721667,0.422422921
HS00037,Kambuzuma - 6,38,1,6,0.537629172,0.960052093
HS00037,Kambuzuma - 6,39,3,9,0.537629172,1.497681266
HS00037,Kambuzuma - 6,40,0,9,0,1.497681266
HS00038,Kambuzuma - 4,36,0,0,0.115206251,0.115206251
HS00038,Kambuzuma - 4,37,0,0,0.30721667,0.422422921
HS00038,Kambuzuma - 4,38,3,3,0.537629172,0.960052093
HS00038,Kambuzuma - 4,39,0,3,0.537629172,1.497681266
HS00038,Kambuzuma - 4,40,0,3,0,1.497681266
HS00039,Kambuzuma - 3,36,0,0,0.115206251,0.115206251
HS00039,Kambuzuma - 3,37,0,0,0.30721667,0.422422921
HS00039,Kambuzuma - 3,38,0,0,0.537629172,0.960052093
HS00039,Kambuzuma - 3,39,1,1,0.537629172,1.497681266
HS00039,Kambuzuma - 3,40,0,1,0,1.497681266
HS00041,Kambuzuma - 2,36,0,0,0.115206251,0.115206251
HS00041,Kambuzuma - 2,37,1,1,0.30721667,0.422422921
HS00041,Kambuzuma - 2,38,1,2,0.537629172,0.960052093
HS00041,Kambuzuma - 2,39,3,5,0.537629172,1.497681266
HS00041,Kambuzuma - 2,40,0,5,0,1.497681266
HS00042,Kuwadzana - Ext. (phase 4),36,0,0,0.077192848,0.077192848
HS00042,Kuwadzana - Ext. (phase 4),37,5,5,0.132330596,0.209523444
HS00042,Kuwadzana - Ext. (phase 4),38,14,19,0.347367815,0.556891258
HS00042,Kuwadzana - Ext. (phase 4),39,5,24,0.176440795,0.733332053
HS00042,Kuwadzana - Ext. (phase 4),40,0,24,0,0.733332053
HS00043,Kuwadzana - 7,36,0,0,0.077192848,0.077192848
HS00043,Kuwadzana - 7,37,2,2,0.132330596,0.209523444
HS00043,Kuwadzana - 7,38,2,4,0.347367815,0.556891258
HS00043,Kuwadzana - 7,39,0,4,0.176440795,0.733332053
HS00043,Kuwadzana - 7,40,0,4,0,0.733332053
HS00044,Kuwadzana - 5,36,1,1,0.077192848,0.077192848
HS00044,Kuwadzana - 5,37,5,6,0.132330596,0.209523444
HS00044,Kuwadzana - 5,38,3,9,0.347367815,0.556891258
HS00044,Kuwadzana - 5,39,4,13,0.176440795,0.733332053
HS00044,Kuwadzana - 5,40,0,13,0,0.733332053
HS00045,Kuwadzana - 6,36,1,1,0.077192848,0.077192848
HS00045,Kuwadzana - 6,37,1,2,0.132330596,0.209523444
HS00045,Kuwadzana - 6,38,2,4,0.347367815,0.556891258
HS00045,Kuwadzana - 6,39,1,5,0.176440795,0.733332053
HS00045,Kuwadzana - 6,40,0,5,0,0.733332053
HS00046,Kuwadzana - 2,36,1,1,0.077192848,0.077192848
HS00046,Kuwadzana - 2,37,0,1,0.132330596,0.209523444
HS00046,Kuwadzana - 2,38,4,5,0.347367815,0.556891258
HS00046,Kuwadzana - 2,39,1,6,0.176440795,0.733332053
HS00046,Kuwadzana - 2,40,0,6,0,0.733332053
HS00047,Kuwadzana - 3,36,5,5,0.077192848,0.077192848
HS00047,Kuwadzana - 3,37,0,5,0.132330596,0.209523444
HS00047,Kuwadzana - 3,38,8,13,0.347367815,0.556891258
HS00047,Kuwadzana - 3,39,5,18,0.176440795,0.733332053
HS00047,Kuwadzana - 3,40,0,18,0,0.733332053
HS00048,Kuwadzana - 4,36,0,0,0.077192848,0.077192848
HS00048,Kuwadzana - 4,37,0,0,0.132330596,0.209523444
HS00048,Kuwadzana - 4,38,4,4,0.347367815,0.556891258
HS00048,Kuwadzana - 4,39,0,4,0.176440795,0.733332053
HS00048,Kuwadzana - 4,40,0,4,0,0.733332053
HS00049,Kuwadzana - 1,36,2,2,0.077192848,0.077192848
HS00049,Kuwadzana - 1,37,1,3,0.132330596,0.209523444
HS00049,Kuwadzana - 1,38,5,8,0.347367815,0.556891258
HS00049,Kuwadzana - 1,39,2,10,0.176440795,0.733332053
HS00049,Kuwadzana - 1,40,0,10,0,0.733332053
HS00050,Kuwadzana - Crowborough North,36,2,2,0.077192848,0.077192848
HS00050,Kuwadzana - Crowborough North,37,4,6,0.132330596,0.209523444
HS00050,Kuwadzana - Crowborough North,38,7,13,0.347367815,0.556891258
HS00050,Kuwadzana - Crowborough North,39,10,23,0.176440795,0.733332053
HS00050,Kuwadzana - Crowborough North,40,0,23,0,0.733332053
HS00052,Mufakose - New Marimba Park,36,0,0,0.176114911,0.176114911
HS00052,Mufakose - New Marimba Park,37,0,0,0.192125358,0.368240269
HS00052,Mufakose - New Marimba Park,38,0,0,0.320208929,0.688449198
HS00052,Mufakose - New Marimba Park,39,2,2,0.192125358,0.880574556
HS00052,Mufakose - New Marimba Park,40,0,2,0,0.880574556
HS00053,Mufakose - Marimba,36,4,4,0.176114911,0.176114911
HS00053,Mufakose - Marimba,37,0,4,0.192125358,0.368240269
HS00053,Mufakose - Marimba,38,3,7,0.320208929,0.688449198
HS00053,Mufakose - Marimba,39,0,7,0.192125358,0.880574556
HS00053,Mufakose - Marimba,40,0,7,0,0.880574556
HS00055,Southerton - Residential,36,1,1,0.029097597,0.029097597
HS00055,Southerton - Residential,37,6,7,0.174585585,0.203683182
HS00055,Southerton - Residential,38,2,9,0.058195195,0.261878377
HS00055,Southerton - Residential,39,2,11,0.058195195,0.320073572
HS00055,Southerton - Residential,40,0,11,0,0.320073572
HS00056,Warren Park - D,36,0,0,0.053668453,0.053668453
HS00056,Warren Park - D,37,4,4,0.093919792,0.147588245
HS00056,Warren Park - D,38,6,10,0.442764734,0.590352978
HS00056,Warren Park - D,39,2,12,0.174422471,0.764775449
HS00056,Warren Park - D,40,0,12,0,0.764775449
HS00057,Warren Park - 1,36,2,2,0.053668453,0.053668453
HS00057,Warren Park - 1,37,3,5,0.093919792,0.147588245
HS00057,Warren Park - 1,38,14,19,0.442764734,0.590352978
HS00057,Warren Park - 1,39,7,26,0.174422471,0.764775449
HS00057,Warren Park - 1,40,0,26,0,0.764775449
HS00058,Warren Park - Cold Comfort,36,0,0,0.053668453,0.053668453
HS00058,Warren Park - Cold Comfort,37,1,1,0.093919792,0.147588245
HS00058,Warren Park - Cold Comfort,38,6,7,0.442764734,0.590352978
HS00058,Warren Park - Cold Comfort,39,2,9,0.174422471,0.764775449
HS00058,Warren Park - Cold Comfort,40,0,9,0,0.764775449
HS00061,Ushewokunze,36,5,5,0,0
HS00061,Ushewokunze,37,7,12,0,0
HS00061,Ushewokunze,38,10,22,0,0
HS00061,Ushewokunze,39,9,31,0,0
HS00061,Ushewokunze,40,0,31,0,0
HS00062,Willowvale,36,0,0,0,0
HS00062,Willowvale,37,3,3,0,0
HS00062,Willowvale,38,5,8,0,0
HS00062,Willowvale,39,3,11,0,0
HS00062,Willowvale,40,0,11,0,0
HS00064,Lochinvar,36,0,0,0,0
HS00064,Lochinvar,37,2,2,0,0
HS00064,Lochinvar,38,1,3,0,0
HS00064,Lochinvar,39,0,3,0,0
HS00064,Lochinvar,40,0,3,0,0
HS00065,Mufakose - Mufakose,36,7,7,0.176114911,0.176114911
HS00065,Mufakose - Mufakose,37,12,19,0.192125358,0.368240269
HS00065,Mufakose - Mufakose,38,18,37,0.320208929,0.688449198
HS00065,Mufakose - Mufakose,39,10,47,0.192125358,0.880574556
HS00065,Mufakose - Mufakose,40,0,47,0,0.880574556
HS00066,Avenues,36,0,0,0,0
HS00066,Avenues,37,0,0,0.076180177,0.076180177
HS00066,Avenues,38,5,5,0.060944142,0.137124319
HS00066,Avenues,39,0,5,0.015236035,0.152360355
HS00066,Avenues,40,0,5,0,0.152360355
HS00067,City Centre,36,0,0,0,0
HS00067,City Centre,37,6,6,0.015236035,0.015236035
HS00067,City Centre,38,4,10,0.076180177,0.091416213
HS00067,City Centre,39,2,12,0.030472071,0.121888284
HS00067,City Centre,40,0,12,0,0.121888284
HS00074, ,36,0,0,0,0
HS00074, ,37,0,0,0,0
HS00074, ,38,1,1,0,0
HS00074, ,39,0,1,0,0
HS00074, ,40,0,1,0,0
HS00076,Arcadia,36,0,0,0,0
HS00076,Arcadia,37,0,0,0,0
HS00076,Arcadia,38,2,2,0,0
HS00076,Arcadia,39,1,3,0,0
HS00076,Arcadia,40,0,3,0,0
HS00077,Arlington Estate,36,0,0,0,0
HS00077,Arlington Estate,37,0,0,0,0
HS00077,Arlington Estate,38,1,1,0,0
HS00077,Arlington Estate,39,0,1,0,0
HS00077,Arlington Estate,40,0,1,0,0
HS00078,Ashdown Park,36,2,2,0,0
HS00078,Ashdown Park,37,0,2,0,0
HS00078,Ashdown Park,38,0,2,0,0
HS00078,Ashdown Park,39,0,2,0,0
HS00078,Ashdown Park,40,0,2,0,0
HS00079,Aspindale Park - Residential,36,1,1,0,0
HS00079,Aspindale Park - Residential,37,0,1,0,0
HS00079,Aspindale Park - Residential,38,2,3,0,0
HS00079,Aspindale Park - Residential,39,1,4,0,0
HS00079,Aspindale Park - Residential,40,0,4,0,0
HS00080,Avondale - Milton Park,36,0,0,0.030231901,0.030231901
HS00080,Avondale - Milton Park,37,1,1,0,0.030231901
HS00080,Avondale - Milton Park,38,1,2,0.090695702,0.120927602
HS00080,Avondale - Milton Park,39,0,2,0.090695702,0.211623304
HS00080,Avondale - Milton Park,40,0,2,0,0.211623304
HS00081,Avondale - Avondale,36,0,0,0.030231901,0.030231901
HS00081,Avondale - Avondale,37,0,0,0,0.030231901
HS00081,Avondale - Avondale,38,2,2,0.090695702,0.120927602
HS00081,Avondale - Avondale,39,3,5,0.090695702,0.211623304
HS00081,Avondale - Avondale,40,0,5,0,0.211623304
HS00083,Avondale - Kensington,36,0,0,0.030231901,0.030231901
HS00083,Avondale - Kensington,37,0,0,0,0.030231901
HS00083,Avondale - Kensington,38,1,1,0.090695702,0.120927602
HS00083,Avondale - Kensington,39,0,1,0.090695702,0.211623304
HS00083,Avondale - Kensington,40,0,1,0,0.211623304
HS00085,Belvedere - Belvedere South,36,1,1,0.121191672,0.121191672
HS00085,Belvedere - Belvedere South,37,1,2,0.121191672,0.242383344
HS00085,Belvedere - Belvedere South,38,0,2,0.242383344,0.484766689
HS00085,Belvedere - Belvedere South,39,1,3,0.20198612,0.686752809
HS00085,Belvedere - Belvedere South,40,0,3,0,0.686752809
HS00093,Borrowdale - Borrowdale,36,0,0,0,0
HS00093,Borrowdale - Borrowdale,37,1,1,0.135406902,0.135406902
HS00093,Borrowdale - Borrowdale,38,9,10,0.270813804,0.406220706
HS00093,Borrowdale - Borrowdale,39,2,12,0.108325522,0.514546228
HS00093,Borrowdale - Borrowdale,40,0,12,0,0.514546228
HS00101,Borrowdale - Brook,36,0,0,0,0
HS00101,Borrowdale - Brook,37,1,1,0.135406902,0.135406902
HS00101,Borrowdale - Brook,38,1,2,0.270813804,0.406220706
HS00101,Borrowdale - Brook,39,0,2,0.108325522,0.514546228
HS00101,Borrowdale - Brook,40,0,2,0,0.514546228
HS00103,Braeside,36,1,1,0,0
HS00103,Braeside,37,0,1,0,0
HS00103,Braeside,38,3,4,0,0
HS00103,Braeside,39,1,5,0,0
HS00103,Braeside,40,0,5,0,0
HS00104,Caledonia,36,5,5,0,0
HS00104,Caledonia,37,0,5,0,0
HS00104,Caledonia,38,14,19,0,0
HS00104,Caledonia,39,1,20,0,0
HS00104,Caledonia,40,0,20,0,0
HS00105,Chadcombe,36,0,0,0,0
HS00105,Chadcombe,37,2,2,0,0
HS00105,Chadcombe,38,0,2,0,0
HS00105,Chadcombe,39,0,2,0,0
HS00105,Chadcombe,40,0,2,0,0
HS00106,Chikurubi,36,1,1,0,0
HS00106,Chikurubi,37,0,1,0,0
HS00106,Chikurubi,38,3,4,0,0
HS00106,Chikurubi,39,0,4,0,0
HS00106,Chikurubi,40,0,4,0,0
HS00109,Cranborne Park,36,2,2,0,0
HS00109,Cranborne Park,37,1,3,0,0
HS00109,Cranborne Park,38,6,9,0,0
HS00109,Cranborne Park,39,0,9,0,0
HS00109,Cranborne Park,40,0,9,0,0
HS00114,Dzivaresekwa - 4,36,0,0,0.050869121,0.050869121
HS00114,Dzivaresekwa - 4,37,0,0,0.063586402,0.114455523
HS00114,Dzivaresekwa - 4,38,2,2,0.152607364,0.267062887
HS00114,Dzivaresekwa - 4,39,2,4,0.089020962,0.356083849
HS00114,Dzivaresekwa - 4,40,0,4,0,0.356083849
HS00115,Dzivaresekwa - 3,36,2,2,0.050869121,0.050869121
HS00115,Dzivaresekwa - 3,37,2,4,0.063586402,0.114455523
HS00115,Dzivaresekwa - 3,38,1,5,0.152607364,0.267062887
HS00115,Dzivaresekwa - 3,39,0,5,0.089020962,0.356083849
HS00115,Dzivaresekwa - 3,40,0,5,0,0.356083849
HS00116,Dzivaresekwa - 1,36,0,0,0.050869121,0.050869121
HS00116,Dzivaresekwa - 1,37,0,0,0.063586402,0.114455523
HS00116,Dzivaresekwa - 1,38,1,1,0.152607364,0.267062887
HS00116,Dzivaresekwa - 1,39,2,3,0.089020962,0.356083849
HS00116,Dzivaresekwa - 1,40,0,3,0,0.356083849
HS00117,Dzivaresekwa - 2,36,0,0,0.050869121,0.050869121
HS00117,Dzivaresekwa - 2,37,1,1,0.063586402,0.114455523
HS00117,Dzivaresekwa - 2,38,6,7,0.152607364,0.267062887
HS00117,Dzivaresekwa - 2,39,1,8,0.089020962,0.356083849
HS00117,Dzivaresekwa - 2,40,0,8,0,0.356083849
HS00118,Dzivaresekwa Ext.,36,1,1,0,0
HS00118,Dzivaresekwa Ext.,37,3,4,0,0
HS00118,Dzivaresekwa Ext.,38,7,11,0,0
HS00118,Dzivaresekwa Ext.,39,5,16,0,0
HS00118,Dzivaresekwa Ext.,40,0,16,0,0
HS00119,Eastlea,36,1,1,0,0
HS00119,Eastlea,37,2,3,0,0
HS00119,Eastlea,38,2,5,0,0
HS00119,Eastlea,39,1,6,0,0
HS00119,Eastlea,40,0,6,0,0
HS00121,Eyecourt,36,0,0,0,0
HS00121,Eyecourt,37,1,1,0,0
HS00121,Eyecourt,38,1,2,0,0
HS00121,Eyecourt,39,1,3,0,0
HS00121,Eyecourt,40,0,3,0,0
HS00122,Glaudina,36,0,0,0,0
HS00122,Glaudina,37,0,0,0,0
HS00122,Glaudina,38,2,2,0,0
HS00122,Glaudina,39,0,2,0,0
HS00122,Glaudina,40,0,2,0,0
HS00123,Glen Lorne - Glen Lorne,36,0,0,0,0
HS00123,Glen Lorne - Glen Lorne,37,1,1,0,0
HS00123,Glen Lorne - Glen Lorne,38,0,1,0,0
HS00123,Glen Lorne - Glen Lorne,39,0,1,0,0
HS00123,Glen Lorne - Glen Lorne,40,0,1,0,0
HS00127,Good Hope,36,0,0,0,0
HS00127,Good Hope,37,0,0,0,0
HS00127,Good Hope,38,2,2,0,0
HS00127,Good Hope,39,3,5,0,0
HS00127,Good Hope,40,0,5,0,0
HS00128,Graniteside,36,0,0,0,0
HS00128,Graniteside,37,0,0,0,0
HS00128,Graniteside,38,1,1,0,0
HS00128,Graniteside,39,0,1,0,0
HS00128,Graniteside,40,0,1,0,0
HS00132,Greendale - Greengrove,36,0,0,0.018489389,0.018489389
HS00132,Greendale - Greengrove,37,0,0,0,0.018489389
HS00132,Greendale - Greengrove,38,0,0,0.092446944,0.110936332
HS00132,Greendale - Greengrove,39,3,3,0.14791511,0.258851442
HS00132,Greendale - Greengrove,40,0,3,0,0.258851442
HS00135,Greendale - Rhodesville,36,0,0,0.018489389,0.018489389
HS00135,Greendale - Rhodesville,37,1,1,0,0.018489389
HS00135,Greendale - Rhodesville,38,0,1,0.092446944,0.110936332
HS00135,Greendale - Rhodesville,39,1,2,0.14791511,0.258851442
HS00135,Greendale - Rhodesville,40,0,2,0,0.258851442
HS00136,Gunhill,36,0,0,0,0
HS00136,Gunhill,37,1,1,0,0
HS00136,Gunhill,38,0,1,0,0
HS00136,Gunhill,39,0,1,0,0
HS00136,Gunhill,40,0,1,0,0
HS00138,Hatcliffe - 1,36,0,0,0,0
HS00138,Hatcliffe - 1,37,3,3,0.097914981,0.097914981
HS00138,Hatcliffe - 1,38,1,4,0.176246966,0.274161948
HS00138,Hatcliffe - 1,39,2,6,0.137080974,0.411242921
HS00138,Hatcliffe - 1,40,0,6,0,0.411242921
HS00139,Hatcliffe - 2 (Ext.),36,0,0,0,0
HS00139,Hatcliffe - 2 (Ext.),37,2,2,0.097914981,0.097914981
HS00139,Hatcliffe - 2 (Ext.),38,2,4,0.176246966,0.274161948
HS00139,Hatcliffe - 2 (Ext.),39,3,7,0.137080974,0.411242921
HS00139,Hatcliffe - 2 (Ext.),40,0,7,0,0.411242921
HS00140,Hatfield - Hatfield,36,4,4,0.079617267,0.079617267
HS00140,Hatfield - Hatfield,37,1,5,0.019904317,0.099521584
HS00140,Hatfield - Hatfield,38,14,19,0.318469069,0.417990653
