PCODE,SUBURB,WEEK,CASES,CUMU_CASES,IR_1000,CumuIR_1000
HS00203,Waterfalls - Mainway Meadows,36,3,17,0.305454936,0.305454936
HS00191,Tafara - Old Tafara,36,0,3,0,0
HS00161,Manresa,36,0,1,0,0
HS00106,Chikurubi,36,1,4,0,0
HS00124,Glen Lorne - Glenwood,36,0,1,0,0
HS00193,Tynwald - Tynwald,36,0,13,0,0
HS00194,Tynwald - South,36,2,6,0,0
HS00113,Dzivaresekwa - Kuwadzana Phase 3,36,1,2,0.063586402,0.063586402
HS00122,Glaudina,36,0,2,0,0
HS00118,Dzivaresekwa Ext.,36,1,14,0,0
HS00114,Dzivaresekwa - 4,36,0,3,0.063586402,0.063586402
HS00115,Dzivaresekwa - 3,36,2,5,0.063586402,0.063586402
HS00116,Dzivaresekwa - 1,36,0,2,0.063586402,0.063586402
HS00117,Dzivaresekwa - 2,36,0,8,0.063586402,0.063586402
HS00171,Mount Pleasant - Groombridge,36,0,1,0.033619998,0.033619998
HS00172,Mount Pleasant - Mount Pleasant,36,1,4,0.033619998,0.033619998
HS00173,Mount Pleasant - Vainona,36,0,2,0.033619998,0.033619998
HS00136,Gunhill,36,0,1,0,0
HS00206,Westlea,36,2,12,0,0
HS00087,Belvedere - North,36,1,2,0.121191672,0.121191672
HS00080,Avondale - Milton Park,36,0,2,0.030231901,0.030231901
HS00081,Avondale - Avondale,36,0,2,0.030231901,0.030231901
HS00083,Avondale - Kensington,36,0,1,0.030231901,0.030231901
HS00147,Mabelreign - Sunridge,36,0,1,0.076223991,0.076223991
HS00150,Mabelreign - Mabelreign,36,0,10,0.076223991,0.076223991
HS00152,Mabelreign - Strathaven,36,1,1,0.076223991,0.076223991
HS00155,Mabelreign - Greencroft,36,0,1,0.076223991,0.076223991
HS00162,Marlborough - Avonlea,36,0,1,0.015890399,0.015890399
HS00195,Tynwald - North,36,0,5,0,0
HS00127,Good Hope,36,0,5,0,0
HS00205,Westgate,36,0,5,0,0
HS00090,Bluff Hill,36,2,4,0,0
HS00138,Hatcliffe - 1,36,0,6,0,0
HS00139,Hatcliffe - 2 (Ext.),36,0,5,0,0
HS00168,Marlborough - Marlborough,36,1,19,0.015890399,0.015890399
HS00078,Ashdown Park,36,2,2,0,0
HS00101,Borrowdale - Brook,36,0,2,0,0
HS00104,Caledonia,36,5,19,0,0
HS00211,Southlands,36,5,17,0,0
HS00212,Waterfalls - Uplands,36,0,2,0.305454936,0.305454936
HS00144,Hopely,36,11,53,0,0
HS00215,Mbare - Magaba,36,1,31,0.319560827,0.319560827
HS00216,Mbare - Shawasha,36,1,9,0.319560827,0.319560827
HS00217,Mbare - State Infrastructure,36,1,4,0.319560827,0.319560827
HS00219,Mbare - Annex,36,0,1,0.319560827,0.319560827
HS00220,Mbare - Tagarika,36,3,11,0.319560827,0.319560827
HS00221,Mbare - Matapi,36,4,13,0.319560827,0.319560827
HS00222,Mbare - Mbare Flats,36,0,7,0.319560827,0.319560827
HS00233,Mbare - Jo'burg lines,36,0,8,0.319560827,0.319560827
HS00232,Mbare - New Lines,36,1,4,0.319560827,0.319560827
HS00228,Mbare - Matererini,36,2,11,0.319560827,0.319560827
HS00235,Epworth - Muguta,36,0,5,0,0
HS00236,Epworth - Makomo,36,0,2,0,0
HS00238,Epworth - Zinyengere Extension,36,0,9,0,0
HS00239,Epworth - Glenwood,36,0,4,0,0
HS00241,Epworth - Chinamano,36,0,1,0,0
HS00242,Epworth - Chinamano Extension,36,0,1,0,0
HS00243,Epworth - Overspill,36,0,14,0,0
HS00244,Epworth - Nyikavanhu,36,0,1,0,0
HS00246,Epworth - Jacha,36,0,1,0,0
HS00248,Chitungwiza - Manyame Park,36,0,4,0,0
HS00249,Chitungwiza - Old St Marys,36,0,2,0,0
HS00250,Chitungwiza - Zengeza 1,36,0,1,0,0
HS00297,Chitungwiza - Nyatsime,36,0,1,0,0
HS00299,Chitungwiza - Zengeza 3 and 5,36,0,4,0,0
HS00301,Chitungwiza - Unit L and M,36,3,6,0,0
HS00307,Chitungwiza - Unit O,36,2,4,0,0
HS00308,Chitungwiza - Unit M,36,0,1,0,0
HS00064,Lochinvar,37,2,2,0,0
HS00055,Southerton - Residential,37,6,7,0.174585585,0.203683182
HS00009,Glen Norah - A,37,67,88,1.154551171,1.579912129
HS00010,Glen Norah - C Extention,37,1,1,1.154551171,1.579912129
HS00011,Glen Norah - C,37,5,14,1.154551171,1.579912129
HS00014,Glen View - 1,37,315,472,10.5907065,20.17389004
HS00015,Glen View - 8,37,318,674,10.5907065,20.17389004
HS00016,Glen View - 7 ext.,37,4,4,10.5907065,20.17389004
HS00017,Glen View - 7,37,76,126,10.5907065,20.17389004
HS00018,Glen View - 2,37,89,128,10.5907065,20.17389004
HS00019,Glen View - 3,37,456,1028,10.5907065,20.17389004
HS00020,Glen View - 4,37,30,54,10.5907065,20.17389004
HS00001,Budiriro - 5B ext.,37,6,10,3.728079395,7.624618173
HS00002,Budiriro - 1,37,209,475,3.728079395,7.624618173
HS00003,Budiriro - 3,37,69,152,3.728079395,7.624618173
HS00004,Budiriro - 2,37,54,104,3.728079395,7.624618173
HS00005,Budiriro - 4,37,33,63,3.728079395,7.624618173
HS00006,Budiriro - 5A,37,24,40,3.728079395,7.624618173
HS00007,Budiriro - 5B,37,96,167,3.728079395,7.624618173
HS00065,Mufakose - Mufakose,37,12,18,0.192125358,0.368240269
HS00052,Mufakose - New Marimba Park,37,0,0,0.192125358,0.368240269
HS00053,Mufakose - Marimba,37,0,4,0.192125358,0.368240269
HS00062,Willowvale,37,3,3,0,0
HS00061,Ushewokunze,37,7,12,0,0
HS00056,Warren Park - D,37,5,5,0.093919792,0.147588245
HS00123,Glen Lorne - Glen Lorne,37,1,1,0,0
HS00042,Kuwadzana - Ext. (phase 4),37,5,5,0.132330596,0.209523444
HS00043,Kuwadzana - 7,37,2,2,0.132330596,0.209523444
HS00044,Kuwadzana - 5,37,5,6,0.132330596,0.209523444
HS00045,Kuwadzana - 6,37,1,2,0.132330596,0.209523444
HS00046,Kuwadzana - 2,37,0,1,0.132330596,0.209523444
HS00047,Kuwadzana - 3,37,1,5,0.132330596,0.209523444
HS00048,Kuwadzana - 4,37,0,0,0.132330596,0.209523444
HS00049,Kuwadzana - 1,37,1,3,0.132330596,0.209523444
HS00050,Kuwadzana - Crowborough North,37,4,6,0.132330596,0.209523444
HS00021,Highfield - Old Highfield,37,1,1,0.139295455,0.232159092
HS00022,Highfield - Western Triangle,37,3,6,0.139295455,0.232159092
HS00023,Highfield - Zororo,37,0,0,0.139295455,0.232159092
HS00024,Highfield - Engineering,37,1,2,0.139295455,0.232159092
HS00025,Highfield - Lusaka,37,1,1,0.139295455,0.232159092
HS00026,Highfield - Paradise,37,0,0,0.139295455,0.232159092
HS00027,Highfield - Egypt,37,1,3,0.139295455,0.232159092
HS00028,Highfield - Jerusalem,37,1,1,0.139295455,0.232159092
HS00029,Highfield - New Canaan,37,1,3,0.139295455,0.232159092
HS00031,Highfield - Machipisa Shopping Centre,37,0,0,0.139295455,0.232159092
HS00032,Highfield - Old Canaan,37,2,2,0.139295455,0.232159092
HS00034,Kambuzuma - Rugare,37,0,0,0.30721667,0.384020837
HS00035,Kambuzuma - Westwood,37,0,0,0.30721667,0.384020837
HS00079,Aspindale Park - Residential,37,0,1,0,0
HS00036,Kambuzuma - 5,37,1,1,0.30721667,0.384020837
HS00037,Kambuzuma - 6,37,5,5,0.30721667,0.384020837
HS00038,Kambuzuma - 4,37,0,0,0.30721667,0.384020837
HS00039,Kambuzuma - 3,37,0,0,0.30721667,0.384020837
HS00041,Kambuzuma - 2,37,1,1,0.30721667,0.384020837
HS00057,Warren Park - 1,37,2,4,0.093919792,0.147588245
HS00058,Warren Park - Cold Comfort,37,1,1,0.093919792,0.147588245
HS00012,Hopely - Kumbudzi,37,1,1,0,0
HS00013,Glen Norah - B,37,12,15,1.154551171,1.579912129
HS00128,Graniteside,37,0,0,0,0
HS00076,Arcadia,37,0,0,0,0
HS00103,Braeside,37,0,1,0,0
HS00143,Hillside,37,5,5,0,0
HS00188,Sunningdale - Sunningdale,37,5,6,0.201427135,0.241712562
HS00186,St.Martins,37,0,0,0,0
HS00198,Waterfalls - Prospect,37,0,0,0.388760827,0.694215763
HS00109,Cranborne Park,37,1,3,0,0
HS00184,Queensdale,37,1,2,0,0
HS00105,Chadcombe,37,2,2,0,0
HS00178,Msasa - Msasa Park,37,1,2,0,0
HS00140,Hatfield - Hatfield,37,1,5,0.019904317,0.099521584
HS00085,Belvedere - Belvedere South,37,1,1,0.121191672,0.242383344
HS00182,New Settlement,37,18,24,0,0
HS00160,Mandara,37,0,0,0,0
HS00119,Eastlea,37,2,3,0,0
HS00132,Greendale - Greengrove,37,0,0,0,0.018489389
HS00135,Greendale - Rhodesville,37,1,1,0,0.018489389
HS00225,Mbare - National,37,43,57,0.650140992,0.969701818
HS00170,Mbare - Ardbennie,37,1,2,0.650140992,0.969701818
HS00207,Southlea Park,37,6,11,0,0
HS00199,Waterfalls - Park Town,37,1,1,0.388760827,0.694215763
HS00200,Waterfalls - Houghton Park,37,1,2,0.388760827,0.694215763
HS00201,Waterfalls - Retreat,37,6,7,0.388760827,0.694215763
HS00067,City Centre,37,6,6,0.015236035,0.015236035
HS00066,Avenues,37,0,0,0.076180177,0.076180177
HS00142,Highlands - Highlands,37,1,1,0.042721741,0.085443482
HS00093,Borrowdale - Borrowdale,37,1,1,0.135406902,0.135406902
HS00185,Rock View,37,0,1,0,0
HS00190,Tafara - New Tafara,37,1,1,0.036776616,0.036776616
HS00157,Mabvuku - New Mabvuku,37,0,1,0.020101675,0.100508374
HS00158,Mabvuku - Old Mabvuku,37,0,0,0.020101675,0.100508374
HS00159,Mabvuku,37,1,4,0.020101675,0.100508374
HS00121,Eyecourt,37,1,1,0,0
HS00203,Waterfalls - Mainway Meadows,37,1,4,0.388760827,0.694215763
HS00191,Tafara - Old Tafara,37,0,0,0.036776616,0.036776616
HS00161,Manresa,37,0,0,0,0
HS00106,Chikurubi,37,0,1,0,0
HS00124,Glen Lorne - Glenwood,37,0,0,0,0
HS00193,Tynwald - Tynwald,37,5,5,0,0
HS00194,Tynwald - South,37,2,4,0,0
HS00113,Dzivaresekwa - Kuwadzana Phase 3,37,0,1,0.101738243,0.165324644
HS00122,Glaudina,37,0,0,0,0
HS00118,Dzivaresekwa Ext.,37,3,4,0,0
HS00114,Dzivaresekwa - 4,37,0,0,0.101738243,0.165324644
HS00115,Dzivaresekwa - 3,37,2,4,0.101738243,0.165324644
HS00116,Dzivaresekwa - 1,37,0,0,0.101738243,0.165324644
HS00117,Dzivaresekwa - 2,37,1,1,0.101738243,0.165324644
HS00171,Mount Pleasant - Groombridge,37,0,0,0,0.033619998
HS00172,Mount Pleasant - Mount Pleasant,37,0,1,0,0.033619998
HS00173,Mount Pleasant - Vainona,37,1,1,0,0.033619998
HS00136,Gunhill,37,1,1,0,0
HS00206,Westlea,37,3,5,0,0
HS00087,Belvedere - North,37,0,1,0.121191672,0.242383344
HS00080,Avondale - Milton Park,37,1,1,0,0.030231901
HS00081,Avondale - Avondale,37,0,0,0,0.030231901
HS00083,Avondale - Kensington,37,0,0,0,0.030231901
HS00147,Mabelreign - Sunridge,37,1,1,0.057167993,0.133391984
HS00150,Mabelreign - Mabelreign,37,2,2,0.057167993,0.133391984
HS00152,Mabelreign - Strathaven,37,0,1,0.057167993,0.133391984
HS00155,Mabelreign - Greencroft,37,0,0,0.057167993,0.133391984
HS00162,Marlborough - Avonlea,37,0,0,0.031780798,0.047671197
HS00195,Tynwald - North,37,1,1,0,0
HS00127,Good Hope,37,0,0,0,0
HS00205,Westgate,37,1,1,0,0
HS00090,Bluff Hill,37,1,3,0,0
HS00138,Hatcliffe - 1,37,3,3,0.097914981,0.097914981
HS00139,Hatcliffe - 2 (Ext.),37,1,1,0.097914981,0.097914981
HS00168,Marlborough - Marlborough,37,2,3,0.031780798,0.047671197
HS00078,Ashdown Park,37,0,2,0,0
HS00101,Borrowdale - Brook,37,1,1,0.135406902,0.135406902
HS00104,Caledonia,37,0,5,0,0
HS00211,Southlands,37,3,8,0,0
HS00212,Waterfalls - Uplands,37,0,0,0.388760827,0.694215763
HS00144,Hopely,37,14,25,0,0
HS00215,Mbare - Magaba,37,3,4,0.650140992,0.969701818
HS00216,Mbare - Shawasha,37,0,1,0.650140992,0.969701818
HS00217,Mbare - State Infrastructure,37,0,1,0.650140992,0.969701818
HS00219,Mbare - Annex,37,0,0,0.650140992,0.969701818
HS00220,Mbare - Tagarika,37,1,4,0.650140992,0.969701818
HS00221,Mbare - Matapi,37,3,7,0.650140992,0.969701818
HS00222,Mbare - Mbare Flats,37,0,0,0.650140992,0.969701818
HS00233,Mbare - Jo'burg lines,37,1,1,0.650140992,0.969701818
HS00232,Mbare - New Lines,37,2,3,0.650140992,0.969701818
HS00228,Mbare - Matererini,37,3,5,0.650140992,0.969701818
HS00235,Epworth - Muguta,37,3,3,0,0
HS00236,Epworth - Makomo,37,1,1,0,0
HS00238,Epworth - Zinyengere Extension,37,0,0,0,0
HS00239,Epworth - Glenwood,37,0,0,0,0
HS00241,Epworth - Chinamano,37,0,0,0,0
HS00242,Epworth - Chinamano Extension,37,1,1,0,0
HS00243,Epworth - Overspill,37,1,1,0,0
HS00244,Epworth - Nyikavanhu,37,1,1,0,0
HS00246,Epworth - Jacha,37,1,1,0,0
HS00248,Chitungwiza - Manyame Park,37,1,1,0,0
HS00249,Chitungwiza - Old St Marys,37,0,0,0,0
HS00250,Chitungwiza - Zengeza 1,37,0,0,0,0
HS00297,Chitungwiza - Nyatsime,37,0,0,0,0
HS00299,Chitungwiza - Zengeza 3 and 5,37,0,0,0,0
HS00301,Chitungwiza - Unit L and M,37,1,4,0,0
HS00307,Chitungwiza - Unit O,37,0,2,0,0
HS00308,Chitungwiza - Unit M,37,0,0,0,0
HS00064,Lochinvar,38,1,3,0,0
HS00055,Southerton - Residential,38,2,9,0.058195195,0.261878377
HS00009,Glen Norah - A,38,61,149,1.154551171,2.7344633
HS00010,Glen Norah - C Extention,38,0,1,1.154551171,2.7344633
HS00011,Glen Norah - C,38,14,28,1.154551171,2.7344633
HS00014,Glen View - 1,38,216,688,6.295065959,26.468956
HS00015,Glen View - 8,38,182,856,6.295065959,26.468956
HS00016,Glen View - 7 ext.,38,6,10,6.295065959,26.468956
HS00017,Glen View - 7,38,63,189,6.295065959,26.468956
HS00018,Glen View - 2,38,31,159,6.295065959,26.468956
HS00019,Glen View - 3,38,254,1282,6.295065959,26.468956
HS00020,Glen View - 4,38,25,79,6.295065959,26.468956
HS00001,Budiriro - 5B ext.,38,5,15,4.211484582,11.83610276
HS00002,Budiriro - 1,38,289,764,4.211484582,11.83610276
HS00003,Budiriro - 3,38,58,210,4.211484582,11.83610276
HS00004,Budiriro - 2,38,60,164,4.211484582,11.83610276
HS00005,Budiriro - 4,38,29,92,4.211484582,11.83610276
HS00006,Budiriro - 5A,38,20,60,4.211484582,11.83610276
HS00007,Budiriro - 5B,38,94,261,4.211484582,11.83610276
HS00065,Mufakose - Mufakose,38,18,36,0.320208929,0.688449198
HS00052,Mufakose - New Marimba Park,38,0,0,0.320208929,0.688449198
HS00053,Mufakose - Marimba,38,3,7,0.320208929,0.688449198
HS00062,Willowvale,38,4,7,0,0
HS00061,Ushewokunze,38,10,22,0,0
HS00056,Warren Park - D,38,7,12,0.429347621,0.576935865
HS00123,Glen Lorne - Glen Lorne,38,0,1,0,0
HS00042,Kuwadzana - Ext. (phase 4),38,14,19,0.34185404,0.551377484
HS00043,Kuwadzana - 7,38,2,4,0.34185404,0.551377484
HS00044,Kuwadzana - 5,38,3,9,0.34185404,0.551377484
HS00045,Kuwadzana - 6,38,2,4,0.34185404,0.551377484
HS00046,Kuwadzana - 2,38,4,5,0.34185404,0.551377484
HS00047,Kuwadzana - 3,38,8,13,0.34185404,0.551377484
HS00048,Kuwadzana - 4,38,4,4,0.34185404,0.551377484
HS00049,Kuwadzana - 1,38,5,8,0.34185404,0.551377484
HS00050,Kuwadzana - Crowborough North,38,6,12,0.34185404,0.551377484
HS00021,Highfield - Old Highfield,38,4,5,0.52932273,0.761481822
HS00022,Highfield - Western Triangle,38,14,20,0.52932273,0.761481822
HS00023,Highfield - Zororo,38,2,2,0.52932273,0.761481822
HS00024,Highfield - Engineering,38,4,6,0.52932273,0.761481822
HS00025,Highfield - Lusaka,38,2,3,0.52932273,0.761481822
HS00026,Highfield - Paradise,38,3,3,0.52932273,0.761481822
HS00027,Highfield - Egypt,38,7,10,0.52932273,0.761481822
HS00028,Highfield - Jerusalem,38,2,3,0.52932273,0.761481822
HS00029,Highfield - New Canaan,38,4,7,0.52932273,0.761481822
HS00031,Highfield - Machipisa Shopping Centre,38,4,4,0.52932273,0.761481822
HS00032,Highfield - Old Canaan,38,1,3,0.52932273,0.761481822
HS00034,Kambuzuma - Rugare,38,4,4,0.537629172,0.92165001
HS00035,Kambuzuma - Westwood,38,1,1,0.537629172,0.92165001
HS00079,Aspindale Park - Residential,38,2,3,0,0
HS00036,Kambuzuma - 5,38,2,3,0.537629172,0.92165001
HS00037,Kambuzuma - 6,38,1,6,0.537629172,0.92165001
HS00038,Kambuzuma - 4,38,3,3,0.537629172,0.92165001
HS00039,Kambuzuma - 3,38,1,1,0.537629172,0.92165001
HS00041,Kambuzuma - 2,38,1,2,0.537629172,0.92165001
HS00057,Warren Park - 1,38,14,18,0.429347621,0.576935865
HS00058,Warren Park - Cold Comfort,38,6,7,0.429347621,0.576935865
HS00012,Hopely - Kumbudzi,38,0,1,0,0
HS00013,Glen Norah - B,38,11,26,1.154551171,2.7344633
HS00128,Graniteside,38,1,1,0,0
HS00076,Arcadia,38,2,2,0,0
HS00103,Braeside,38,3,4,0,0
HS00143,Hillside,38,0,5,0,0
HS00188,Sunningdale - Sunningdale,38,12,18,0.483425124,0.725137686
HS00186,St.Martins,38,2,2,0,0
HS00198,Waterfalls - Prospect,38,3,3,1.041323644,1.735539407
HS00109,Cranborne Park,38,6,9,0,0
HS00184,Queensdale,38,3,5,0,0
HS00105,Chadcombe,38,0,2,0,0
HS00178,Msasa - Msasa Park,38,7,9,0,0
HS00140,Hatfield - Hatfield,38,14,19,0.318469069,0.417990653
HS00085,Belvedere - Belvedere South,38,0,1,0.242383344,0.484766689
HS00182,New Settlement,38,10,34,0,0
HS00160,Mandara,38,2,2,0,0
HS00119,Eastlea,38,2,5,0,0
HS00132,Greendale - Greengrove,38,0,0,0.092446944,0.110936332
HS00135,Greendale - Rhodesville,38,0,1,0.092446944,0.110936332
HS00225,Mbare - National,38,85,142,1.774113554,2.743815373
HS00170,Mbare - Ardbennie,38,9,11,1.774113554,2.743815373
HS00207,Southlea Park,38,24,35,0,0
HS00199,Waterfalls - Park Town,38,4,5,1.041323644,1.735539407
HS00200,Waterfalls - Houghton Park,38,4,6,1.041323644,1.735539407
HS00201,Waterfalls - Retreat,38,17,24,1.041323644,1.735539407
HS00067,City Centre,38,4,10,0.076180177,0.091416213
HS00066,Avenues,38,5,5,0.060944142,0.137124319
HS00142,Highlands - Highlands,38,4,5,0.299052185,0.384495667
HS00093,Borrowdale - Borrowdale,38,8,9,0.270813804,0.406220706
HS00185,Rock View,38,1,2,0,0
HS00190,Tafara - New Tafara,38,7,8,0.367766155,0.404542771
HS00157,Mabvuku - New Mabvuku,38,2,3,0.180915073,0.281423447
HS00158,Mabvuku - Old Mabvuku,38,2,2,0.180915073,0.281423447
HS00159,Mabvuku,38,4,8,0.180915073,0.281423447
HS00121,Eyecourt,38,1,2,0,0
HS00203,Waterfalls - Mainway Meadows,38,11,15,1.041323644,1.735539407
HS00191,Tafara - Old Tafara,38,3,3,0.367766155,0.404542771
HS00161,Manresa,38,1,1,0,0
HS00106,Chikurubi,38,3,4,0,0
HS00124,Glen Lorne - Glenwood,38,0,0,0,0
HS00193,Tynwald - Tynwald,38,7,12,0,0
HS00194,Tynwald - South,38,2,6,0,0
HS00113,Dzivaresekwa - Kuwadzana Phase 3,38,1,2,0.203476485,0.36880113
HS00122,Glaudina,38,2,2,0,0
HS00118,Dzivaresekwa Ext.,38,7,11,0,0
HS00114,Dzivaresekwa - 4,38,2,2,0.203476485,0.36880113
HS00115,Dzivaresekwa - 3,38,1,5,0.203476485,0.36880113
HS00116,Dzivaresekwa - 1,38,1,1,0.203476485,0.36880113
HS00117,Dzivaresekwa - 2,38,6,7,0.203476485,0.36880113
HS00171,Mount Pleasant - Groombridge,38,1,1,0.168099989,0.201719987
HS00172,Mount Pleasant - Mount Pleasant,38,3,4,0.168099989,0.201719987
HS00173,Mount Pleasant - Vainona,38,1,2,0.168099989,0.201719987
HS00136,Gunhill,38,0,1,0,0
HS00206,Westlea,38,5,10,0,0
HS00087,Belvedere - North,38,0,1,0.242383344,0.484766689
HS00080,Avondale - Milton Park,38,1,2,0.090695702,0.120927602
HS00081,Avondale - Avondale,38,2,2,0.090695702,0.120927602
HS00083,Avondale - Kensington,38,1,1,0.090695702,0.120927602
HS00147,Mabelreign - Sunridge,38,0,1,0.152447982,0.285839966
HS00150,Mabelreign - Mabelreign,38,7,9,0.152447982,0.285839966
HS00152,Mabelreign - Strathaven,38,0,1,0.152447982,0.285839966
HS00155,Mabelreign - Greencroft,38,0,0,0.152447982,0.285839966
HS00162,Marlborough - Avonlea,38,1,1,0.222465585,0.270136782
HS00195,Tynwald - North,38,4,5,0,0
HS00127,Good Hope,38,2,2,0,0
HS00205,Westgate,38,3,4,0,0
HS00090,Bluff Hill,38,0,3,0,0
HS00138,Hatcliffe - 1,38,2,5,0.176246966,0.274161948
HS00139,Hatcliffe - 2 (Ext.),38,1,2,0.176246966,0.274161948
HS00168,Marlborough - Marlborough,38,13,16,0.222465585,0.270136782
HS00078,Ashdown Park,38,0,2,0,0
HS00101,Borrowdale - Brook,38,1,2,0.270813804,0.406220706
HS00104,Caledonia,38,14,19,0,0
HS00211,Southlands,38,9,17,0,0
